Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"I was never able to, to master all that.",,,
A,"In fact my brother and sister both, they were, oh, thirteen, sixteen years older than I, they went through the, uh, parent thing where you've got to practice or you're not going out to play thing,",,,
A,"and when it came to my turn the folks said no we're not going through that again,",,,
A,"they sold the piano,",,,
A,"and is the turns out I was the only one who really had an interest in it and never got to,",,,
A,"so I,",,,
B,Uh-huh.,,,
A,that's one of things I felt like I missed in life,,,
A,"and I, I really,",,,
A,"in fact, uh, one of my favorite things to do now is sit down and listen to Chopin, that is played on, uh, piano.",,,
A,"I just, you know, I can just drift off into some other world just listening to that for hours if I ever have the time to do that,",,,
B,"Oh, ,",,,
A,"maybe one of these days, I'll,",,,
A,"you know, I'm kind of like you, maybe one of these days I'll get around to it,",,,
A,"I'll do something with the piano,",,,
A,but probably not.,,,
B,"So we both have a secret background that says somehow or another we just knew we were piano players and never got a chance, uh,",,,
A,Just never got a chance to come out.,,,
A,No.,,,
B,That's the most fascinating thing,,,
A,"Well, it's a pleasure talking with you.",,,
B,"And you, sir,",,,
A,"Best, of luck in your graduate school.",,,
B,take care.,,,
B,Okay.,,,
B,Good-bye.,,,
A,Good-bye.,,,
