Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,Uh-huh.,,,
A,"um, sounds like your son has academically the standing to get into that type of school.",,,
B,"He is very, very strong academically,",,,
B,"yeah,",,,
B,"so, we've just,",,,
B,"but, you know, he had to look to see what kind of environment he liked,",,,
A,Uh-huh.,,,
B,"and yet he, he did wind up having to make a choice.",,,
B,"He did apply to a large, you know, large group,",,,
A,"Yeah,",,,
A,"University of Penn,",,,
A,I'm originally from Pennsylvania.,,,
A,"University of Pennsylvania,",,,
B,It's got about nine thousand undergraduate.,,,
A,"Yeah,",,,
A,"that's strong,",,,
A,I mean that's you know,,,
B,"Yeah,",,,
B,Yeah.,,,
A,"and it's, it's, well, it's a little bit, I don't want to use the word wilder, that's not the word I want. Um, more diverse",,,
B,"Yes,",,,
B,"and it, but it does have the under, you know,",,,
B,"that's total undergraduate with five hundred graduate school, so that the, uh, the college of arts and sciences is, you know, I guess about four thousand.",,,
A,At Williams or Pennsylvania?,,,
A,"At Williams,",,,
B,At Pennsylvania.,,,
A,At Pennsylvania.,,,
A,Well how large is Williams?,,,
B,Williams is an undergraduate school only,,,
A,Right.,,,
B,"um, and it's a total of two thousand.",,,
A,Well that's not bad.,,,
B,"Yeah,",,,
B,so he knew the feeling because my other son is at Amherst which is fifteen hundred,,,
A,"Which is a lot,",,,
A,Yeah.,,,
B,and he had visited his brother at Amherst and knew that he liked the environment,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"but he did go on college visits,",,,
B,"and he liked,",,,
A,"That's the thing to do,",,,
A,"I mean, I, not having any children, my husband was an Ohio State person,",,,
A,"and, uh, that has something like either the first or second largest student population, like fifty thousand.",,,
B,"Yes,",,,
B,yes,,,
A,Combined .,,,
B,"it's large,",,,
B,"and they, both boys had decided no, that they did not want that.",,,
A,"Yeah,",,,
A,"that is too much,",,,
A,"and I mean, I, um, I can only say it's strange your son picked those kinds of college because I spent a year at Bennington in Vermont,",,,
B,"Oh, it's,",,,
B,"so you,",,,
A,"Um, and that was, this was twenty years ago",,,
B,Uh-huh.,,,
A,"Showing my age,",,,
B,And did you ever eat at the Blue Bin Diner?,,,
A,Yes.,,,
A,"Oh my God,",,,
A,"where are you from,",,,
A,"well, let's not talk about that",,,
B,No,,,
B,but we've been there when whose gone up there.,,,
A,"It's, um, in that area.",,,
A,I mean I just can't say enough about it.,,,
B,"Oh, it's, it",,,
B,we went,,,
B,"and he was, you know, impressed by the clean air",,,
B,"and he, he met the students at both schools",,,
B,and he liked them.,,,
A,"Well you know, um, my husband's an engineer and a strong , a strong liberal arts background with, uh, a graduate degree in a technical field will get him much further than say like a, a strong, um, business administration degree than with another M B A on top of it.",,,
B,Uh-huh.,,,
B,That's it.,,,
B,"The thing is if, if a person really knows very early on that they want to go in a technical field, than you're not, then it's probably good to go to, you know, to apply to a  school   with a good  technical program,",,,
A,Uh-huh.,,,
A,"and they usually,  Yeah,",,,
A,but they usually don't.,,,
B,"but, uh, for, if you're going into,",,,
B,"if you know engineering is the thing if, then you've got to at least take engineering.",,,
A,"Right,",,,
A,"but they,",,,
A,no,,,
A,but who does.,,,
A,"I mean, I think,  I think  all, I think the majority of people just don't know.",,,
B,That's right.,,,
A,No,,,
A,"he looked at criteria such as location, size of school uh,",,,
B,Uh-huh.,,,
B,No,,,
B,"he didn't apply to any school further,",,,
B,"the furthest away was Bowdoin, in Maine which is about twelve hours.",,,
A,That's still pretty far though.,,,
A,"I mean a lot of kids just don't even want to go,",,,
B,"Yeah,",,,
B,that was the furthest and then Kenyon in Ohio which was about six and a half hours,,,
B,and Williams is about seven.,,,
A,"Oh, that's not too bad.",,,
B,Yeah,,,
B,"so, well, I mean he, so it wasn't,",,,
B,"he, you know,",,,
B,then the University of Pennsylvania is like two hours from here by train,,,
B,and then Bucknell in mid-state Pennsylvania.,,,
A,"Yeah,",,,
A,"he will enjoy Williams I think and is a good academic,",,,
B,"Yeah,",,,
B,"and he will,",,,
B,"and if, it came down I mean, as he, he came,",,,
B,he's been talking to them,,,
B,"and, and he came down",,,
B,"and one of the things that he said is, he went to Pennsylvania this weekend",,,
B,and he had an absolutely marvelous time,,,
A,Uh-huh.,,,
B,he had a great time,,,
B,"but then he said, you know, it was such a good time that I almost got the feeling that their emphasis is on having fun.",,,
A,That could very well be,,,
A,"and, So he's developing his, his, uh, internal instincts right now.",,,
B,and he said it almost,,,
B,I think it backfired.,,,
A,"That's good because I mean I'm sure what he said was true, that, uh, you,",,,
B,So.,,,
A,"well actually that's one of the reasons I went to ,",,,
A,"Kenyon, he he made a good choice.",,,
A,"I went,",,,
A,"I, well I was supposed to,",,,
A,"but I spent a year in Vermont, my freshman year,",,,
A,"it was just too far away,",,,
A,"it was too different uh, the level of income of lot of the students",,,
B,Uh-huh.,,,
A,"and their attitudes was just, um, beyond my,  um, in  terms of drugs, et cetera, which I thought was shocking.",,,
B,"Yeah,",,,
B,yeah.,,,
B,"Of course, that period too was probably difficult.",,,
A,"Right,",,,
A,"yeah,",,,
A,you're right,,,
A,"but then I went,",,,
B,"But I did, uh,",,,
B,"my advice to him, and my was that, uh, he had to really decide what he wanted out of college.",,,
A,Yeah.,,,
B,He had to look at himself.,,,
B,"Uh, in a larger school he had to realize that if he was going to screw around it, he could probably slip",,,
B,"and it wouldn't be caught up until it was too late where in a smaller school where, especially in a Kenyon or a Williams, where you see the professors around town all the time, you skip class in the morning and they see you,",,,
A,Uh-huh.,,,
A,And you're going to get a little bit more input than discipline,,,
B,"That's,",,,
B,"yeah,",,,
B,yeah.,,,
A,yeah.,,,
B,"And a swim coach is going to be right on top of you, uh, so that,",,,
B,"and he will know the professors in a small,",,,
A,Well I don't know how to put this either in this way,,,
A,and then it doesn't sound like your sons would need this,,,
A,"but I just think the other thing is with the way a lot of the youth is today, I think the refinement that they get I don't mean specifically or culture but just what you're saying, just a solid background because I just don't think at that age I just don't think that young people know what they want to do. You know",,,
B,Uh-huh.,,,
B,"Yeah,",,,
B,yeah.,,,
B,"That's right,",,,
B,that's right.,,,
A,"and, um,",,,
B,"And, um, and it's just the personal contact where if you need help",,,
A,That's right.,,,
B,"he had,",,,
B,I told him to look to yourself.,,,
B,Are you the kind of person that will go into a large college and if the professor says I've got office hours but you really don't feel that you know him because you're in a class of a hundred  that you're really  going to look him up,,,
A,Right .,,,
A,Yeah.,,,
B,"but if it's a class of fifteen and you need help, you know that it's much easier to do it and especially in the large schools they have lectures",,,
A,"This is very, very,",,,
A,Oh.,,,
B,and even though they may break it up into smaller groups Penn is known for having  graduate assistance teaching.,,,
A,They have video lectures.,,,
A,Yeah.,,,
A,Video lectures.,,,
B,They have  graduate assistants to teach the smaller groups.,,,
A,"This is true,",,,
A,"and I mean that is very ironic too that your son just made the,",,,
A,did he just make the decision today?,,,
B,"he made the decision, uh, I'd say, about, uh, an hour and a half ago",,,
A,How funny,,,
B,"Yeah,",,,
B,"I mean, that's so funny. I mean,",,,
B,"and, and, in fact, he had just an hour before that two, uh, recent graduates from Kenyon spent close to two hours talking with him",,,
A,That's funny.,,,
B,"and, uh, I mean, and he, they were really nice,",,,
B,"and, but he said is, that they didn't tell him anything that he didn't know,",,,
B,but they helped confirm his decision that a smaller school was better.,,,
A,It was easy for him to rule out.,,,
A,He knew what he didn't want,,,
B,"Yeah,",,,
B,yeah.,,,
A,"that's exactly,",,,
A,yeah.,,,
A,"Now is your other,",,,
A,"I mean we're talking about what you think,",,,
A,"but obviously you're experiencing it. Uh,",,,
A,"Did your other son, um,",,,
B,My other son is just as happy as a bed bug.,,,
A,A clam.,,,
B,"He,",,,
B,"the moment he knew, he, he decided early on that Amherst was the school.",,,
B,He's a classical guitarist,,,
A,"Oh, wonderful.",,,
B,"and he decided, he also got into the graduate school of music as an undergraduate for classical guitar,",,,
A,Uh-huh.,,,
B,"but he decided he was going to go to the, um the smaller now, and then graduate school later.",,,
A,"The smaller and the,",,,
A,"And they'll do fine in their studies,",,,
A,"and I'm sure they'll go on to graduate school,",,,
B,"Well, he's really, my older boy's real happy,",,,
B,"and he's minoring in English,",,,
B,"and he had thought about economics,",,,
B,"and he took a couple of courses in economics and decided that wasn't,",,,
A,or is this early admissions?,,,
B,"He's, um, he's going to be a junior.",,,
B,"He'll be, he's finishing his sophomore year so he's double majoring.",,,
A,"So he's, So he's, yeah,",,,
A,well sounds like you have two talented sons.,,,
B,"Well, you know, see the advice we give is to not limit yourself, especially this, you know, go to a school where you're not forced to make too many irrevocable decisions your first year or two.",,,
A,"I think, and a lot of people talk about,",,,
A,"and it's not the economics I solely zeroed in on,",,,
A,but I think a lot of people think a lot of people think about the tuition level and what exactly are you getting in return,,,
B,Yeah.,,,
A,"and I think that a lot of people shy away from the smaller colleges because of that,",,,
A,"and I think it's rather sad,",,,
B,"Well, one of the things we said is that they should pick the college,",,,
B,"this was our advice, too, irrespective of the cost. That somehow we would manage.",,,
A,You are wonderful parents,,,
B,"Well, we place a real high priority on education in our family.",,,
A,"No,",,,
A,"and I agree,",,,
A,"I mean, my husband and I,",,,
A,"in fact, I'm taking my L S A T um,",,,
A,I'm thirty something and taking my L S A T on June tenth.,,,
B,"Oh, good,",,,
B,that's wonderful.,,,
B,"Oh, that's great.",,,
A,"The point being, and your sons will learn this from you, I'm sure, that, uh, no matter what age you are, you can learn",,,
B,"That's right,",,,
B,"that's exactly,",,,
A,"and, it sounds like they're going to, you know, they're,",,,
