Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"or is it all,",,,
A,Mostly just the cans.,,,
B,Okay.,,,
A,"And I,",,,
B,Yeah.,,,
B,"And that's,",,,
A,"and most of  the time, like I said, that's, that's a sort of like fund raiser things that, the schools do, or that the Boy Scouts do, or whatever.",,,
B,Right.,,,
B,Right.,,,
A,Yeah.,,,
B,Yeah.,,,
B,That's true.,,,
B,"That's,",,,
A,Cans are the only thing I think you really get money for.,,,
B,"Well, they do have places around here where you can get money for your newspapers,  and  stuff like that.",,,
A,Uh-huh.,,,
B,"But, you know, I think a lot of people, like I said, are more concerned, with, you know, right now, you know, the aspects of saving the earth",,,
A,Right.,,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"I  think that's mostly,",,,
A,"well, you know, we,",,,
A,"even before,",,,
A,"as soon as the community said, you know, We're going to put up bins for recycling, you know, we automatically started, doing it.",,,
A,"It was, it's one of those things,",,,
B,Right.,,,
A,"you know, and just going and taking the time to go and read the signs and the brochures on what they accept and how it should be, separated, you know.",,,
B,Uh-huh.,,,
A,"That's,",,,
B,"Well, I tell you, it's kind of funny now at, even at T I, I don't,",,,
B,do you work for T I?,,,
A,No.,,,
A,Huh-uh.,,,
B,Okay.,,,
B,"Um, at T I they're doing recycling.",,,
B,"I mean, for a long time they didn't do this,",,,
B,"but now they're, they're recycling cans and paper.",,,
B,"We have separate bins uh, separate wastebaskets in our offices for paper.",,,
A,Yeah.,,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"You know, and they,",,,
B,I mean it's tremendous how much money they have saved and even saving all these trees,,,
B,"and, you know it's really,",,,
A,Right.,,,
B,"I can't believe that you know. Because they've got it all posted all over the place how much,  they're saving and how",,,
A,Yeah.,,,
A,"How much, how well they're doing.",,,
B,yeah.,,,
A,"We do,",,,
A,"I, um, I, I work in a, uh, speech interface lab,  at a,  at a, at a college.",,,
B,"Oh, okay.",,,
A,And we do basically the same thing.,,,
A,"The state of Maryland has lost, asked all the colleges and universities, and some of the large organizations, you know, if they would definitely recycle their office paper.",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
A,"But, you know, in the giant bins around,",,,
A,"and it's surprising how much you never realize, because that janitor comes around and empties your garbage,  can  every night.",,,
B,Yeah.,,,
B,Right.,,,
B,Yep.,,,
A,"You don't notice until,  you start leaving,",,,
A,"you know, they don't pick up your recycling until it's full you just can't believe how much paper that you, uh,",,,
B,Right.,,,
B,I know,,,
A,"Reams of paper come,  out of  an office every day That , took us to recycle.",,,
B,"Well, you think about, the waste, even.",,,
A,Uh-huh.,,,
B,"I mean, you know, cost wise and and, you know, like you saving trees and stuff like that.",,,
A,Right.,,,
B,"I mean, it's just amazing, you know,  the difference.",,,
A,Yeah.,,,
A,"So, I think,  Hopefully, if,",,,
A,"you know, I guess a lot of the large organizations, probably T I, did they advertise on television how successful they are?",,,
B,"I haven't seen, anything.",,,
A,Yeah.,,,
B,"Uh, but that doesn't mean that they don't.",,,
B,"I don't watch much T V,",,,
A,Yeah.,,,
B,"but, I haven't really seen anything advertise publicly.",,,
A,Uh-huh.,,,
B,"And then, like I said, they do a lot of  internal,  advertising on that kind of stuff.",,,
A,Internal.,,,
A,Uh-huh.,,,
B,"But,  I haven't seen anything.",,,
A,Yeah.,,,
B,"But see, I don't see a lot of T I advertisements on T V anyway.",,,
B,"I think they advertise more, um, other places where they're not located.",,,
A,Right.,,,
A,Yeah.,,,
A,"That would probably,  be true.",,,
B,"You know. So,  So, I don't see a lot of advertisements for T I.",,,
A,Yeah.,,,
A,"Because I know that some of the large industries here will advertise on television,",,,
A,"you know, they'll come up and say,",,,
A,"you know, they'll show you to encourage to encourage recycling.",,,
A,"They'll,  say,",,,
B,Right.,,,
A,"And here, those of us that Dumavra Power, which is our power company, that,",,,
B,Uh-huh.,,,
A,"we now recycle forty-five percent of our solid waste,",,,
B,Right,,,
A,"and they,",,,
A,"and that,",,,
A,"we do this for the community,",,,
A,they put those on.,,,
A,"So I, so I think, you know, we're probably reaching a successful stage and, and just with voluntary, I think.",,,
B,Right.,,,
B,"Well, even, I mean, in the kid's schools, I mean they do things to try and recycle.",,,
A,Uh-huh.,,,
B,"And, I know my kids, um, like if they see litter on the ground they pick it up and say, Oh, look at that. Somebody is not saving the earth, you know.",,,
A,Right.,,,
A,Yeah.,,,
B,"So, I mean, the kids, I mean, they really try to educate all ages, you know,",,,
B,"and it's good to start the kids real young on,",,,
A,"I think so, too.",,,
A,Yeah.,,,
B,"I mean, it's like nobody was concerned about it.",,,
A,Right.,,,
A,Yeah.,,,
A,"We weren't,  concerned.",,,
B,"You know, and it's like,",,,
A,Yeah.,,,
A,That's true.,,,
B,"You know, it's like all of a sudden when there's noticeable things, saying, Hey, you know,  we're  ruining the earth,",,,
A,Huh.,,,
B,"you know. And now everybody is doing something about, which is good.",,,
A,Uh-huh.,,,
B,"But how come we weren't doing this, say, twenty years ago  you  know?",,,
A,Yeah.,,,
A,"I, I think really probably what hit peoples, you know, I know that here in the, up in the, uh, uh, the, the New Englands area and also in, in Pennsylvania, Ohio, and New York, the, just run, all of a sudden we're out of landfill.",,,
B,Uh-huh.,,,
A,"And, and they're saying, We estimate this landfill be will be full in two years unless we cut back.",,,
B,Uh-huh.,,,
A,"So, I think that, that became,",,,
A,"that all of a sudden really hit home that there's no longer landfill space, in some of the more crowded states.",,,
B,"This is,",,,
A,"So, what,",,,
A,"you know, and no other state,",,,
A,I'm sure Texas probably still has some landfill space.,,,
A,"They're not going to voluntarily say, Hey, ship your garbage here.",,,
B,Right,,,
B,Yeah.,,,
B,That's true.,,,
A,"It's really, tough.",,,
B,"I think, that it, it really surprises me because of the cost savings.",,,
B,"I mean, this is such a tremendous, amount of cost savings.",,,
A,Uh-huh.,,,
B,"I mean, why,",,,
B,I can't understand why nobody saw that before.,,,
B,"I mean, even, even not even the aspects of not saving the earth",,,
A,Uh-huh.,,,
B,"I,  mean,  it's, so cost, you know,",,,
A,Right.,,,
A,Yeah.,,,
A,"But, well,",,,
A,"Well, in some ways, I guess, it, it doesn't become really cost saving until you have an industry around it, you know. Because,  I  know that, like in, Pennsylvania, they require them to, um, put their newspaper for recycling.",,,
A,"But, the de-inking process that they have to, they use,  to  take the ink out of the newspaper so it can be reused um, is very expensive,",,,
B,Uh-huh.,,,
B,Uh-huh.,,,
B,Oh.,,,
A,"and  also, it it produces a, a waste, a, um, a, liquid waste that they don't know what to do with yet. they still have cost,  yeah, cost efficient, yet.",,,
B,"Oh. I see,",,,
B,okay.,,,
B,Is not real cost efficient.,,,
B,"Oh, okay,",,,
B,"okay. Oh,",,,
A,Yeah.,,,
B,"I, understand that though.",,,
A,"So, but others, you know, like tin cans and plastics,  are,  are really, uh, efficient, you know.",,,
B,Uh-huh.,,,
A,"They, they melt on quickly and can be, you know, just because of the, heating and things, getting glass.",,,
B,Right.,,,
B,and glass.,,,
B,Right.,,,
A,Yeah.,,,
B,Uh-huh.,,,
A,"So,",,,
A,it really is surprising that people haven't noticed it before.,,,
B,Yeah.,,,
B,That's true.,,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"And even,",,,
B,"I, I noticed that a lot of gas stations are telling you to recycle your oil.",,,
A,Uh-huh.,,,
B,"And, I mean, that kind of surprises me",,,
B,"I mean, you know, because once oil gets so, you know, thick and yucky, you'd wonder how they could, you know, clean that up,  enough  to use it again,",,,
A,Yeah.,,,
B,but they can.,,,
A,Uh-huh.,,,
B,"Um, I don't know how cost efficient that would be, I guess,",,,
A,Yeah.,,,
A,I I don't know either.,,,
A,"That's,",,,
A,"I know that though, I, all those petroleum products though are so terrible for your, um, the water table.",,,
B,Uh-huh.,,,
A,"You know,  they really pollute quickly",,,
A,"and, you know, one,",,,
B,Uh-huh.,,,
B,Wow.,,,
A,"So, it's one of those things that they really,",,,
B,Yeah,,,
B,Yeah.,,,
B,I know,,,
A,"Yeah,",,,
A,how terrible that is.,,,
A,"So, we'll have to, we'll have to keep our eyes on all that, I guess.",,,
B,Really.,,,
A,Uh-huh.,,,
B,"I know I really,",,,
B,"I don't know,",,,
B,"I, I think that, I mean, I think that they really are doing a good thing now",,,
B,"and I hope it keeps,",,,
B,"well, I'm sure we'll keep up.",,,
A,Yeah.,,,
A,"I,  agree.",,,
B,"You know,",,,
B,I think it's really catching on.,,,
A,Uh-huh.,,,
B,"You know, I, I think that,",,,
B,"I'm not sure if it,",,,
B,"I don't know,",,,
B,I think it's a good idea to make it mandatory,,,
A,"I do, too.",,,
B,"Um, it,",,,
B,"because like we were asking some people that live in, um, North Dakota, Well, are you saving your, you know, are you recycling.",,,
B,"And they said, Well, we're not forced to do it yet,",,,
B,so no.,,,
A,Uh-huh.,,,
B,"You know, so, I mean I don't know,",,,
B,"I think that if people are forced, if the people are not forced to do it they may not, you,  know.",,,
A,Yeah.,,,
B,"I mean,  I don't know,",,,
B,"I think a lot of people still will,",,,
A,"You know, I know that it's really funny.",,,
A,My parents are forced to do it,,,
A,"and they,",,,
