Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,It had a social message to it,,,
B,"and,",,,
A,You just had to find it.,,,
A,You had to wade through it and find it,,,
B,Right.,,,
B,"We never quite believed that,",,,
B,so.,,,
A,"You never quite got to,",,,
B,I thought that was pushing it a little bit,,,
B,"but, she ,",,,
A,All I know about that woman is that she's an incredible marketeer,,,
B,She is.,,,
B,She's rich,,,
A,"Yeah,",,,
A,and she's rich,,,
A,"and she,",,,
A,"yeah,",,,
A,so.,,,
B,she's smart at what she does.,,,
B,She knows how to do that.,,,
A,"She knows how to twist this around, huh?",,,
B,Yeah.,minor topic end,,
B,What did you think about DANCES WITH WOLVES when you saw it?,,,
A,"Well, okay,",,,
A,"see, we're getting back to last year.",,,
A,"That's probably the last movie I saw. Um, DANCES WITH WOLVES,",,,
A,I just adored it.,,,
B,Really?,,,
A,How can I tell you.,,,
A,"Um, a couple years ago, I guess, well, maybe ten years ago I, I had read BURY MY HEART AT WOUNDED KNEE",,,
A,"and, so, you know, just the general theme of the whole movie was, um, pretty,",,,
B,Uh-huh.,,,
A,I mean I really liked it a lot.,,,
B,Right.,,,
A,"I mean it was a real consciousness raiser, I guess.",,,
A,"Um, and I only bring up WOUNDED KNEE because that was what ten years ago you read and, and understood, you know, about the American pop, Indian population,",minor topic start,,talks about the history and social implications of the movie
B,Right.,,,
A,"and then everything went away for a couple years,",,,
B,Uh-huh.,,,
A,and now it's back again.,,,
A,"And, you know, it's sort of a popular view of, um, what happened way back then.",,,
B,Right.,,,
A,"Of course, no one will ever know.",,,
A,Really I don't,,,
B,"I know,",,,
B,"I was,",,,
B,"I wondered if, uh, the tribes that they represented the tribe that was the, the evil tribe, if they were really as bad as it made them to be.",,,
A,"Well, who knows.",,,
A,"I mean it, it, it sort of showed like two different types of tribes",,,
A,"like one was a warring tribe,",,,
A,"and the other one was, uh, vegetarian kind of, you know, feel good tribe. You know, sort of thing,",,,
B,Right,,,
A,so there possibly were because you know you always have conflict in the world.,,,
B,Uh-huh.,,,
A,Nobody can get along peacefully,,,
B,"Yeah,",,,
B,but I wonder,,,
B,I thought,,,
B,"because they made a big deal about how this, this film was such a big leap for the, the people who, who were the ancestors of the, this Indian tribe",,,
B,"and that, you know, that was so wonderful that they done that",,,
B,"and they, uh, uh, I wonder how the ancestors of this warlike tribe if they were offended by the film,",,,
A,"Oh, I see.",,,
B,"if it,",,,
B,"you know, you didn't, hear any press about that.",,,
A,Yeah.,,,
A,Huh.,,,
B,I thought it was a very interesting movie.,,,
A,"Well, I think so.",,,
A,"I, um, I have come to respect a little bit more the, uh, you know, what went on here,",,,
B,Right.,,,
A,"but, but who knows how it's supposed to all end",,,
B,Uh-huh,,,
B,Right.,,,
A,"You know on the, on the broad scope I mean, um, like if, uh, it, it, it had a much bigger thing I",,,
A,meaning to me,,,
A,"I think about, you know, just the meaning of, um, the freedom of this country and, and what that really meant.",,,
B,Right.,,,
A,And that was taking over somebody else's freedoms. And sort of trampling that,,,
B,Uh-huh.,,,
A,"and, uh, so you know it, it meant something bigger I think.",minor topic end,,
A,But still it was a,,,
A,I loved the buffalo scene.,,,
A,"And I thought Kevin Costner was just,",,,
A,"I got a little sick of his mug on the screen every, three minutes,",,,
B,I know the,,,
A,"but he's the director, you know.",,,
A,"Um, but, yeah,",,,
A,"I, I just thought it was a really interesting, intense film.",,,
B,"Well, that's good.",,,
A,Intense I think is the word for it because three hours went by really fast.,,,
B,"That was, that was, it was, it was good.",,,
B,"I looked at my watch only a few times, which is a good thing.",,,
A,Yeah.,,,
A,Ate a lot of popcorn.,,,
B,"But it put me in a really, it put me in a really bad mood,",off topic start,,talks about how he felt guilty
B,I don't know why.,,,
A,Did it really?,,,
B,"Yeah,",,,
B,we,,,
B,there were three of us who went.,,,
B,We were just all really grouchy when it was over.,,,
A,Huh.,,,
B,So we decided that may be the mark of a good film.,,,
B,It made us think.,,,
B,"And so,",,,
A,It made you think.,,,
B,we were grouchy.,,,
B,"We felt guilty for being,",,,
A,"Maybe well, maybe that was, um,",,,
A,"but there are no answers, you know.",,,
B,I know,,,
B,"and we, we had nothing to do with it.",,,
A,"That, that can make you crabby, yes.",,,
B,"We were not responsible,",,,
B,"but we still felt the thick blame for, what had gone on.",,,
A,"Really,",,,
A,that's true.,,,
B,"We could have,",,,
A,"But it, it's,",,,
A,"they sort of candy coated the western story for many years,",,,
B,Right.,,,
A,"and, um, you know, when the truth, oh, well,",,,
A,it always balances out one way or the other once you get the whole story,off topic end,,
B,Uh-huh.,,,
A,"but,",,,
B,Yeah.,,,
B,"Well,",,,
B,I do.,,,
B,I'm just out of school,,,
B,"so I've seen, a lot of",,,
A,"Oh, okay.",,,
B,don't have a job,,,
B,so I shouldn't go see movies all the time.,,,
A,"Oh, there you go",,,
B,"Um, I rented a good movie, um, called CINEMA PARADESO which is an Italian movie which is probably the best movie I've seen ever.",,,
A,Oh.,,,
A,Oh.,,,
B,"It was just, wonderful.",,,
A,Really?,,,
B,"It's, uh, story about a little boy in a Italian, a little Italian village,",,,
B,"and he, um, owns a, um,",,,
B,"or he works in a, a movie theater and it it helps the projectionist.",,,
B,"There's a little, oh, an old man who's the projectionist",,,
B,"and he befriends this old man,",,,
B,and then it just tells about their friendship that lasts through all these years.,,,
A,Oh.,,,
B,"And it's just,",,,
B,"I mean, if you don't mind reading subtitles,",,,
B,I thought I had to kind of get beyond that.,,,
B,"Those little, you know,",,,
B,reading the little words at the bottom of the screen,,,
B,"but, um, oh, I just laughed and cried",,,
B,"and, I really loved it.",,,
A,"Oh, I'll have to write that down.",,,
B,"That was a, a great one.",,,
A,Wow.,,,
B,"And other than that I,",,,
A,"I'll have to write that,",,,
A,"have you, have, did you see TEXASVILLE?",,,
A,"Are you into, Larry McMurtry?",,,
B,"No, I I hadn't.",,,
B,"I had read, um, THE LAST PICTURE SHOW",,,
B,and but that's out on video now,,,
B,and I haven't seen it.,,,
B,But I was interested in reading TEXASVILLE before I saw the movie.,,,
A,Yeah.,,,
B,Did you like it?,,,
A,"Um, I, I read a lot of Larry McMurtry books",,,
B,Right.,,,
A,and TEXASVILLE is just like that.,,,
A,It's like very peculiar circumstances and very peculiar things that people do with each other,,,
B,Uh-huh.,,,
A,"it's, it's, you know,",major topic end,,
A,"and it's just sort of a,",,,
