Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,"she went the academic way because she's a straight A student, which is,",,,
B,I was going to ask who won,,,
A,"yes,",,,
A,"yeah,",,,
A,"so, she, you know,",,,
A,"that's probably,  you know, what she, what she wants anyway",,,
A,but that was the big deal,,,
A,"and,",,,
B,"In, in that case, uh, regardless of what you or your father pushed for it sounds like she was going for what she needed,  and  finding a school that, that met her specific requirements,  and,  and made the best fit for her.",,,
A,Right.,,,
A,Right.,,,
A,"And that, that's another point is that, the, a parent should tell their child to be or, or to give their child the leeway to choose their school,  not  so much choose the school for them but, you know, kind of guide them along but let them more or less choose what they need and what they're going to do.",,,
B,Yeah.,,,
B,"I think it helps,",,,
B,"a, now my grandfather was going to pay if I went to, uh, what's now U T Arlington,  because  it was there in my hometown,",,,
A,Uh-huh.,,,
B,I could live at home.,,,
A,Right.,,,
B,But I chose to go to another school,,,
B,"and even though he was pleased that it was a church related school, he was not willing to pay any at all even the same amount of money,",,,
A,"Huh.  Right,",,,
B,"and  I think I value my, my education more because I had to work for it.",,,
A,uh-huh.,,,
B,"And because I knew all along that's what I wanted,  even though  I had to buck the family in order to, to do what I needed to do.",,,
A,Uh-huh.,,,
B,"So,",,,
A,Right.,,,
A,"Well, that was pretty courageous",minor topic end,,
B,"Um, I guess, I guess it was, it was my mother's support that got me through it,  that  and ten years of, of, uh, loans  after I got  out",off topic start,,talking about college loans
A,Yeah.,,,
A,"Oh, yeah,",,,
A,yeah.,,,
A,"I'm, I'm dealing with the loans right now,",,,
B,"Sounds familiar, huh?",,,
B,"Your,",,,
B,it's very fresh in your memory.,,,
A,"very,",,,
A,"every, every month",,,
B,"I,",,,
A,That memory just seeps back in my mailbox.,,,
B,"Yeah,",,,
B,"well, sorry about that Tanya",,,
A,"Oh, well, I guess I'll get over it.",,,
B,I'm sure it was worth it though.,,,
A,"Oh, yeah,",,,
A,yeah.,,,
A,Okay.,off topic end,,
B,"If, if nothing else because I work in training at T I now,",,,
A,Uh-huh.,,,
B,"if  nothing else just those experiences beyond and, and including your educational classes that help give you the self-esteem to do and achieve,  whatever  you set your mind on,",minor topic start,,talking about the universal factors which a college aspirant should consider while deciding which college to attend
A,Uh-huh.,,,
A,Uh-huh.,,,
B,"and the, you,  you made the right choice in going to a school that met all of your needs to make, to give you the, the potential to do whatever you wanted.",,,
A,"Right,",,,
A,"because when you, when you do want, when you do finally graduate that, that's what you need the most.",minor topic end,,
A,"I'm finding out now that what I'm needing the most now is not smarts, not what I can do on paper, it's stamina, courage, uh, ,",minor topic start,,talking about what values matter post a collegiate education
B,"Young lady,  you have gotten your education then,",,,
A,"words, it,",,,
B,"that, that's right.",,,
A,"Yes,",,,
A,"I'm needing, you know, my, I'm needing to rely on myself,",minor topic end,,
,Yeah.,,,
A,And I think I learned a lot of that in school too.,major topic end,,
