Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"You know, like, you know, the, the recent election about how the Dallas City Council should be made up, that election last December.",,,
A,Are you in Dallas?,off topic start,,persons place of origin
B,"Yeah,",,,
B,I'm in Dallas city limit.,,,
A,"Boy, I, I, I live in Arlington.",,,
A,I am so happy not to be part of Dallas when I see those folks there.,,,
B,Yeah.,,,
B,It's an ugly mess.,off topic end,,
A,"I mean, I don't know if you like the mayor,",minor topic start,,persons starting talking about elected officials
A,"but I think your mayor,",,,
A,"the city council,",,,
A,"the,",,,
A,"what is the woman's name whose, us, not the mayor but the, *typo should be who's",,,
B,The manager.,,,
A,"Yeah,",,,
A,the city manager.,,,
A,All of them need to be thrown out.,,,
A,"I mean, they're just awful, just awful.",,,
B,"Well, what get's me is this thing, it went down to defeat last December by how many votes, by just a few hundred votes.",,,
A,Uh-huh,,,
B,"And if it, if it had passed,",,,
B,"if these people had gotten out the vote, it would have passed",,,
B,and there'd be no more argument.,,,
B,But they're still fighting about it because of the way the election went last December.,minor topic end,,
A,I know.,,,
A,"It's so awful that politicians always spent consulting money. That we put them in office and then they go out and spend a couple hundreds of thousands of dollars to buy consultants,",off topic start,,persons views of financial matters of politicians
A,"and then they don't even do that recommendation, you know.",,,
B,"Uh-huh,",,,
B,yeah.,,,
A,"I mean, it's amazing the money that they spend once they get in.",,,
B,"But, but this is for, supposedly to benefit the minorities,",,,
B,and all the minorities had to do was go out and get a couple more hundred people to vote,,,
A,Well you're right there.,,,
B,and they would have had their way.,,,
A,You're right there.,,,
A,"Uh, uh, people are,",,,
A,"uh, uh, politics, uh,",,,
A,the voting is still not as much as you think in all kinds of issues really.,,,
B,"Yeah,",,,
B,it's pretty sad.,off topic end,,
A,"Yeah,",,,
A,it is.,,,
A,"Uh, hopefully people will get more involved.",,,
B,"My, my position is people who don't vote don't have any right to complain about the way the government's going.",minor topic start,,persons views on people who dont vote
A,"Oh, yeah,",,,
A,"but those are the ones that are complaining, I, I think, a lot.",,,
A,I see it here at T I.,,,
A,"The guys that don't take any interest in, and, and constantly on the negative of everything.",,,
B,Uh-huh.,,,
A,"And, uh, Is that right? Ooh.",,,
B,"And, and you ask them why they don't vote,",,,
B,"they say well they don't want their name on the, uh, jury duty list.",,,
B,"That, that's where they get the jury duty list, is from the voter registration.",,,
A,"Right,",,,
A,"you're right,",,,
A,you're right.,,,
A,"I think they could do more about, uh, voting.",minor topic end,,
B,I think they could.,,,
A,What are the issues?,minor topic start,,person talks about state of democratic party
A,"I, I'm a Democrat,",,,
A,I want to just say that I'm so sad that there isn't a strong Democrat.,,,
A,"I don't even know,",,,
A,I could go out and debate George Bush better than I see any Democrat doing it.,,,
B,Uh-huh.,,,
A,"You know, I mean, at least I'd like to see",,,
A,"because I like competition, you know.",,,
B,Yeah.,,,
A,"I think rolling over and put your belly up and play dead,",,,
A,"I'm so disgusted with the Democratic party,",,,
A,"I can not believe it, you know. *typo cannot",,,
B,"In Presidential races that's about what they've done,",,,
B,but they've got a pretty good lock on Congress and a lot of local things.,minor topic end,,
A,Yeah.,,,
A,"Yeah,",,,
A,"but I still think in the last ten years,",,,
A,"you know, of course that's not a recent event,",,,
A,"that's only my opinion,",,,
A,I guess I really shouldn't talk about that.,,,
A,"But, I don't know whether they're recent events.",major topic end,,
A,"I guess they on this, uh, speech thing, they want us to use a variety of words.",major topic start,,person talks about conversation experiment
B,Right.,,,
A,"How many times have you called, by the way?",,,
B,"Actually, I haven't made any calls,",,,
B,but I received about a dozen.,,,
A,"Oh, really, I, I, I,",,,
B,"I think, yeah, I have to make these,",minor topic start,,persons reasoning for talking on the phone
B,"but I get distracted and get to do something else,",,,
B,"and all of a sudden my phone rings,",,,
B,"and go, Well, what the heck, we'll talk for a while.",minor topic end,,
A,"Yeah,",,,
A,I've already got twelve cards.,minor topic start,,person starts talking about cards and malls
A,You get any cards in the mail?,,,
B,"Yeah,",,,
B,we got a whole bunch.,,,
B,I can't remember how many.,,,
A,"I don't know,",,,
A,"I'm amazed by,",minor topic end,,
A,"of course, we're not talking about politics,",,,
A,"but I am amazed by,",,,
A,people say they got thirty.,,,
A,"Well, I wonder why you need thirty renditions of the persons voice,",,,
A,but I'm not in voice synthesis.,,,
A,But I'd sure like to see a summary of it.,,,
A,"We'll get to politics, I'm sorry",,,
B,"Well, I think we've used up as much time as we're supposed to anyway.",,,
A,"Yeah,",,,
A,right.,,,
B,"We're supposed to do five minutes,",,,
B,and that was three minutes ago.,major topic end,,
A,Yeah.,,,
B,"Hey, well thanks for the call.",closing,,
A,"Yeah,",,,
A,bye-bye.,,,
B,"Yeah,",closing,,
B,bye.,,,
