,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
139,B,Right.,,,,1
140,A,"I mean, we are, of course, we are Americans",,,,1
141,A,"and we're supposed to be, you know,",,,,1
142,B,We're the trend setters in the world.,,,,1
143,B,"I don't know why we, We haven't changed to the sensible system.",,,,1
144,A,"That's right,",,,,1
145,A,"and, and now we're backwards.",,,,1
146,B,I don't know.,,,,1
147,A,"No,",minor topic end,,,1
148,A,"I, I, I would think, I mean, a, a, a base ten system as compared to a base twelve system makes a lot more sense.",minor topic start,,Talking about the complications of the imperial system,1
149,B,Right.,,,,1
150,B,"Well, and it's not even base twelve for everything,",,,,1
151,B,is it?,,,,1
152,B,"It,",,,,1
153,A,"No,",,,,1
154,A,"actually, no.",,,,1
155,A,"Um, let's see,",,,,1
156,A,"it's,",,,,1
157,B,"Well, pounds,",,,,1
158,B,"I don't even know what that,",,,,1
159,A,I don't know.,,,,1
160,A,"Oh, yeah,",,,,1
161,A,"I, I always forget.",,,,1
162,A,I don't even know how many ounces are in a pound.,,,,1
163,A,I just sort of make it up.,,,,1
164,B,"See, and I don't understand liquid ounces and fluid ounces.",,,,1
165,B,"It's,",,,,1
166,B,"I mean, I don't know that I have that much concrete knowledge in the current measuring system that would prevent me from,",,,,1
167,A,Right,,,,1
168,A,"Those, those wouldn't be a problem.",,,,1
169,B,"It's not like it's really entrenched other, you know.",,,,1
170,B,"A lot of stuff,",,,,1
171,A,"Let's see,",,,,1
172,A,how many cups equal that?,,,,1
173,A,"I, I have no idea.",,,,1
174,A,"I just, uh,",,,,1
175,A,"I know things like, you know, a pint is a pound the world around or something.",,,,1
176,B,Right,,,,1
177,B,"I don't, I didn't even know that",minor topic end,,,1
178,A,That's all I know.,,,,0
179,A,"I, I learned that because, uh, a friend of mine,",off topic start,,A Talks about the jelly bean business,2
180,A,"I, I had two friends,",,,,2
181,A,"and, I had more friends than that,",,,,2
182,A,"but two friends of mine in college,",,,,2
183,A,"I had a lot more than two,",,,,2
184,A,I promise.,,,,2
185,B,"Well, that's good.",,,,2
186,A,"Um, we opened a jelly bean business.",,,,2
187,B,Oh.,,,,2
188,A,"And we sold jelly beans,",,,,2
189,A,"and we had, uh, no idea how many, you know,",,,,2
190,A,"we, we didn't we didn't bother buying a scale.",,,,2
191,B,Right.,,,,2
192,A,"We'd go out and just buy, you know, five pound bags of sixteen different flavors, put it in plastic shoe boxes and, and, and then sell them for x amount per pound or quarter pound or something.",,,,2
193,B,Right.,,,,2
194,A,"And we, we didn't bother buying a scale,",,,,2
195,A,"and one of my friends was a physics, one of these guys was a physics major",,,,2
196,A,"and he said, well, just remember a pint is a pound the world around,",,,,2
197,A,"and he got the measuring cup and just measured, I think a cup or two cup, whatever is a pint.",,,,2
198,B,"Did you ever check it to see if it really was, a pint?",,,,2
199,A,"Gee, I think, I think he the calculation at home,",,,,2
200,A,and it turns out that he was actually pretty close.,,,,2
201,B,Um.,,,,2
202,A,"If anything, we were actually in favor of the consumer.",,,,2
203,B,Right.,,,,2
204,A,"So, so we were giving them a little too much,",,,,2
205,A,but that was our general tendency anyway.,,,,2
206,B,"Well, that's,",,,,2
207,B,you all are nice business,,,,2
208,A,"Yeah,",,,,2
209,A,"well, we were, you know, we were in,",,,,2
210,A,"it was, it was almost like we did it for the hell of it in school,",,,,2
211,A,"we really didn't, make, you know,",,,,2
212,B,Right.,,,,2
213,A,"I think we were only making seventy-five dollars each profit at the end of the year. You know, after, after an entire semester,",,,,2
214,B,Right,,,,2
215,A,but we had a hell of a lot of fun doing it.,,,,2
216,B,Probably ate all your merchandise too.,,,,2
217,A,"Yeah,",,,,2
218,A,"we, we, we tended to eat a lot,",,,,2
219,A,"and our friends would just sort of walk by and just put their hands in it,",,,,2
220,A,"and we had another friend, um, the physics major again, he wasn't he wasn't aware of jelly bean physiology, I guess,",,,,2
221,B,Uh-huh.,,,,2
222,A,"and he got into a snowball fight, with the jelly beans nearby,",,,,2
223,A,"and he just,",,,,2
224,A,"and, and some snow fell into one of the cartons.",,,,2
225,B,Oh.,,,,2
226,A,So he brought them into the bathroom to wash them off,,,,2
227,A,"And basically what we had, sort of non coated beans at that point.",,,,2
228,B,"Yeah,",,,,2
229,B,it's a little problem.,,,,2
230,B,What's inside the jelly bean?,,,,2
231,A,"Uh, it's just, uh, it's just the, the same,",,,,2
232,A,"they're like an outer coating,",,,,2
233,A,"and there's just sort of this stuff you see, you know, it's sort of like glorified sugar.",,,,2
234,A,I don't know.,,,,2
235,B,"Uh, oh.",,,,2
236,A,"But when you rinse them off, all you get is, uh, is, uh, the coating,",off topic end,major topic end,,2
