,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
98,B,"and she was real docile and, came over and just kind of sat next to us,",,,,1
99,A,Oh.,,,,1
100,B,"and I thought, that's the dog for me",,,,1
101,A,Oh.,,,,1
102,A,She picked us,,,,1
103,B,"Yeah,",,,,1
104,B,"so she,",,,,1
105,B,"and it,",minor topic end,,,1
106,B,"what was funny was that, um, our daughter must have been,",off topic start,,B talking about how her dog and her kids got along,2
107,B,"let's see,",,,,2
108,B,"she must have been about eight at the time, I guess,",,,,2
109,A,Uh-huh.,,,,2
110,B,"and, um, she just loved this little dog, to pieces",,,,2
111,A,Oh.,,,,2
112,B,but I think she loved her too much because the dog has never been real comfortable with her.,,,,2
113,B,"I think, she was always a little bit leery of her.",,,,2
114,A,Oh.,,,,2
115,A,Uh-huh.,,,,2
116,B,"Our son, on the other hand, who was about eleven at the time, was, um, not very interested in pets,",,,,2
117,B,"but as it turned out, he and this dog have gotten to be really good pals.",,,,2
118,A,"Oh, for heaven's sake.",,,,2
119,B,So you just never know how that works out,off topic end,,,2
120,A,No.,,,,0
121,A,"But they say it's real important for children to have pets because, uh, well, they can go and talk to them any time,",off topic start,,A talking about how it's important for kids to have pets,2
122,B,"Uh-huh,",,,,2
123,B,yes.,,,,2
124,A,they want to and tell them anything they want to,,,,2
125,A,"and, nobody is going to, you know, reprimand them or, know their secrets",,,,2
126,B,Yeah.,,,,2
127,B,That's right.,,,,2
128,A,or,,,,2
129,B,"That,",,,,2
130,B,"yes,",,,,2
131,B,"they're very, unjudgmental",,,,2
132,A,Yeah.,,,,2
133,A,Yes,,,,2
134,B,"Oh, dear",off topic end,,,2
135,A,"And the nursing homes now, they're finding that it's real important to take a pet into a nursing home.",off topic start,,Talking about the importance of dogs in nursing homes,2
136,B,"Yes,",,,,2
137,B,"I have been, I have been reading and seeing about that on television.",,,,2
138,A,Uh-huh.,,,,2
139,B,"Uh-huh,",,,,2
140,B,"and how,",,,,2
141,A,"Our one, our one nursing home in has one.",,,,2
142,B,Uh-huh.,,,,2
143,A,Permanent,,,,2
144,B,Is that right?,,,,2
145,A,"He, he kind of has free run of the place, and there is or somebody takes care of him.",,,,2
146,B,Isn't that amazing?,,,,2
147,A,"But he goes out people,",,,,2
148,A,"and real nice dog, uh,",,,,2
149,A,"and, uh,",,,,2
150,B,"Uh-huh,",,,,2
151,B,yes.,off topic end,,,2
152,B,"It's funny how, um, how pets can kind of, um, oh, take on a certain status in certain areas.",off topic start,,Talking about dogs in a college campus B visited,2
153,A,Uh-huh.,,,,2
154,B,"I mean, um, that made me think of, uh, when our daughter was looking at colleges, we visited a campus in, um, Saint Louis",,,,2
155,B,"and, um, there were several dogs on the campus",,,,2
156,A,Uh-huh.,,,,2
157,B,"and, and, the,",,,,2
158,A,"Oh, really?",,,,2
159,B,"what was interesting about it was that they were very friendly,",,,,2
160,B,but they didn't appear to belong to anyone.,,,,2
161,B,"And, um, I'm sure someone, you know, fed them.",,,,2
162,A,Oh.,,,,2
163,B,"They were healthy, looking dogs.",,,,2
164,A,Yeah.,,,,2
165,B,"But, um, our guide that day said that the , one woman many, many years ago had given a huge sum of money to, to the university, on the condition that there be, um, dogs just kind of left to roam around the campus. Which is the strangest thing I had ever heard",,,,2
166,A,Is that right?,,,,2
167,A,Yeah,,,,2
168,A,"because most campuses don't allow pets, you know,",,,,2
169,B,I know.,,,,2
170,A,they just do not allow them.,,,,2
171,B,"Yes,",,,,2
172,B,I know.,,,,2
173,A,"That's, that's kind of great.",,,,2
174,B,"Yes,",,,,2
175,B,it really was.,,,,2
176,B,"It was just a nice touch,",,,,2
177,A,Yeah.,,,,2
178,B,and it kind of made it seem more homey too,,,,2
179,A,"Yes,",,,,2
180,A,yeah.,,,,2
181,B,"But, um,",,,,2
182,B,I thought that was most unique.,,,,2
183,B,"And it just, you know, kind of goes along with what you were saying, about the dog having sort of free run of the, the nursing home.",,,,2
184,A,Uh-huh.,,,,2
185,A,Uh-huh.,off topic end,,,2
186,B,"So, um, but, uh, I,",,,,0
187,B,"this is the only pet we've had you know,",minor topic start,,"B talking about what her husband thought of ""pets""",1
188,A,Um.,,,,1
189,B,"in all our years of marriage, um,",,,,1
190,B,"and it's been, uh, sort of a, a change for my husband because as a, a, a boy growing up, his father had dogs",,,,1
191,B,"but they were always hunting dogs,",,,,1
192,A,"Oh, uh-huh.",,,,1
193,B,"and so they were never allowed in the house, you know,",,,,1
194,A,"Uh-huh,",,,,1
195,A,uh-huh.,,,,1
196,B,"they were always kind of,",,,,1
197,A,"Yeah,",,,,1
198,A,we've ruined them,,,,1
199,B,"Yeah,",,,,1
200,B,right.,,,,1
201,B,That's what he said.,,,,1
202,A,They say ruined them,,,,1
203,B,Yes.,,,,1
204,B,So having a pet was a little bit different for him.,,,,1
205,A,"Well, we've had a lot of different pets.",,,,1
206,A,"We had, the kids had rabbits for pets,",,,,1
207,B,Uh-huh.,,,,1
208,A,"and we also raised them for food, at one time.",,,,1
209,B,"Yeah,",,,,1
210,B,"Oh, yes.",minor topic end,,,1
211,A,And we've had it . We've had a skunk for a pet. For more years than I want to think about,minor topic start,,A talking about having a skunk as a pet,1
212,B,"Oh, my golly.",,,,1
213,A,She was in the house,,,,1
214,B,"Oh, gosh.",,,,1
215,B,Isn't that interesting?,,,,1
216,B,I don't think I've ever talked to anyone who's actually had a skunk for a pet.,,,,1
217,A,"Well, don't ever get one for a pet.",,,,1
218,B,Oh.,,,,1
219,A,"They're okay,",,,,1
220,A,"but like she, uh,",,,,1
221,A,they don't ever learn their name.,,,,1
222,B,Oh.,,,,1
223,A,"Uh, you can't, you could never call her and she would come to you,",,,,1
224,B,Yeah.,,,,1
225,A,you had to go chase her down.,,,,1
226,B,I'll be darned.,,,,1
227,B,How interesting.,,,,1
228,A,"And, uh, their eyesight, they can't see very far either.",,,,1
229,A,"But,",,,,1
230,B,Uh-huh.,,,,1
231,B,"I guess I've heard that, uh-huh.",,,,1
232,A,"They,",,,,1
233,A,"before we got her, everybody said, ""Oh, they're just like a cat,"" you know.",,,,1
234,B,Uh-huh.,,,,1
235,A,"And, uh, they're not",,,,1
236,A,"I mean, they use the litter box.",,,,1
237,A,That's about it .,,,,1
238,B,Isn't that interesting?,,,,1
239,B,"That's, that's really something.",,,,1
240,B,"Um, how long did you have that?",,,,1
241,A,"Oh, my, how, how long?",,,,1
242,A,Probably seven or eight years.,,,,1
243,B,Goodness sake.,,,,1
244,A,"And finally, my children are the ones who said, ""Mom, you've put up with that skunk long enough,""",,,,1
245,A,"so, we moved her to the basement,",,,,1
246,A,"and I don't think she was there a week till the men moved her, built her a pen outside",,,,1
247,B,"Oh, my gosh.",,,,1
248,B,Isn't that funny?,,,,1
249,A,"And I thought, I put up with that all those years",,,,1
250,B,"Yes,",,,,1
251,B,and this is what it took finally,minor topic end,,,1
252,A,"And, we've had, we've had cats, stay in the house. Different times.",,,,0
253,B,"That is,",,,,0
254,B,Uh-huh.,,,,0
255,B,Yeah.,,,,0
256,B,Uh-huh.,,,,0
257,B,Right.,,,,0
258,A,"Uh, one of them ran off.",off topic start,,A talking about a cat of hers that ran away,2
259,A,"She ran off once,",,,,2
260,A,"or he, I guess it was a male, he ran off twice,",,,,2
261,A,and the second time he never came back.,,,,2
262,B,My goodness.,,,,2
263,A,"And we would see him, uh, several miles from our house,",,,,2
264,B,Uh-huh.,,,,2
265,A,he kind of moved into a woods down there.,,,,2
266,B,I'll be.,,,,2
267,A,And he got huge down there.,,,,2
268,B,My goodness.,,,,2
269,A,He really grew,,,,2
270,A,"but he, he never came back.",,,,2
271,B,That's That's interesting.,,,,2
272,B,"I, I wouldn't picture a Siamese as being an outdoor cat.",,,,2
273,A,"Well, he wasn't a whole lot.",,,,2
274,B,Uh-huh.,,,,2
275,A,"He was in the house most the time,",,,,2
276,B,Yeah.,,,,2
277,A,"but, uh, he did go out sometimes",off topic end,,,2
278,A,"and, uh, they",,,,0
279,A,it makes a much nicer cat if they're outside.,off topic start,,Talking about how it makes a nicer cat if they're outside,2
280,B,Is that right?,,,,2
281,A,Yeah.,,,,2
282,A,"The, the cats,",,,,2
283,A,"my son has a cat,",,,,2
284,A,"and the vet had told us they get strange, if they're kept in the house all the time.",,,,2
285,B,Uh-huh.,,,,2
286,A,"And their cat was not a friendly cat,",,,,2
287,A,"it was, it was not a good,",,,,2
288,B,Well.,,,,2
289,A,"I don't know,",,,,2
290,A,"it got,",,,,2
291,A,"it was just, did get strange",,,,2
292,B,"Yeah,",,,,2
293,B,so that that was right.,,,,2
294,A,"And since they've moved to where they are, they let the cat out.",,,,2
295,B,Uh-huh.,,,,2
296,A,And it has improved the personality.,off topic end,major topic end,,2
