,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
108,B,"if he's got, uh,",,,,2
109,B,"you know, if he, if he can raise enough, uh, coffee and bananas to, uh, where he's got something to protect,",,,,2
110,B,"other, you know,",,,,2
111,A,"Right,",,,,2
112,A,right.,,,,2
113,B,"whether he can export or at least, uh, set up trade and all then democracy of a considerable interest.",,,,2
114,A,"But cocoa leaves sell real well right now, it seems,",,,,2
115,A,yeah.,,,,2
116,B,"Yeah,",,,,2
117,B,as well as some other various things that are growing in tropical environments.,,,,2
118,A,Absolutely.,,,,2
119,A,"I don't,",,,,2
120,A,"it's going to be hard to, um,",,,,2
121,A,"we,",,,,2
122,A,"if you, you,",,,,2
123,A,"that, that's where your absolutely right is we've got to do something in that region to encourage, uh, or to make, to make him growing bananas profitable again, I mean.",,,,2
124,B,"Yes,",,,,2
125,B,"but the, but the question is, you know, if somebody offered you, you know, a thousand dollars a day to, to grow something in your backyard, would you do it.",,,,2
126,A,Right.,,,,2
127,B,"Well not that we could be bought,",,,,2
128,B,"but, uh,",,,,2
129,A,"I've got to watch what I say here,",,,,2
130,A,"I never know when the D I A may be, uh, listening on my phone",,,,2
131,B,"Well of course, everything we're saying is being recorded",,,,2
132,B,and ...,,,,2
133,A,"Right,",,,,2
134,B,"Of course,",,,,2
135,B,of course.,,,,2
136,A,"yeah,",,,,2
137,A,"it's tempting,",,,,2
138,A,"it's got to be, it's got to be horribly tempting for those, those peasants.",,,,2
139,B,"Particularly, if you're hungry.",,,,2
140,A,"Yeah,",,,,2
141,A,"yeah,",,,,2
142,A,"you,",,,,2
143,A,"it's not, it's not just a matter of, uh, of having an extra car or having a better car, this is a matter for them of, of feeding themselves their wife and their family",,,,2
144,A,"and, and you,",,,,2
145,A,there's a certain degree of honor in being able to feed your family,,,,2
146,A,and there's dishonor in not being able to do it,,,,2
147,A,and ...,,,,2
148,B,"Uh, starving to death is not a, not a whole lot of fun either",,,,2
149,B,"and, that,",,,,2
150,A,"No,",,,,2
151,A,no.,,,,2
152,A,Uh-huh.,off topic end,,,2
153,B,"In reality, I think, what they were doing is basically going in and trying to feed some people and help them protect themselves,",,,,0
154,B,"not that they,",,,,0
155,B,"I'm, I'm not sure the Catholic church is, is, is particularly political",,,,0
156,B,"but, you know, if ...",,,,0
157,A,Right.,,,,0
