,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
64,A,Um.,,,,0
65,B,It's nothing I would be greatly enthusiastic about pushing for it.,,,,0
66,A,Yeah.,,,,0
67,A,I somehow can't do that,Minor Topic - start,,A's own experience and resulting thoughts,1
68,A,"I, was brought up in the ages where the ladies were kept home, safe, secure, and made happy",,,,1
69,A,"and the men went out and took responsibility of earning the money, bringing in whatever they needed and protected the household",,,,1
70,A,"and it, it really still bothers me.",,,,1
71,A,"I spent plenty of years in the service,",,,,1
72,A,but it still bothers me to see ladies out in combat or actually out in places where there is two or three of them there and five hundred men around.,,,,1
73,A,I mean how are they going to protect themselves  so to speak.,Minor Topic - end,,,1
74,B,I agree.,,,,0
75,A,It puts them in a very bad situation.,,,,0
76,A,"I, I really don't go for that.",,,,0
77,B,"I think one of the other things that concern, has concerned me a little bit,",,,,0
78,B,and I think I see some change in attitudes there.,,,,0
79,B,My wife happens to be a wife who has chosen to stay at home,,,,0
80,A,Uh-huh.,,,,0
81,B,"and there's, uh, has been a tendency over the past few years to treat her as though she was somebody who didn't have much intelligence because if she did she would be out in the work force, uh, fulfilling herself.",,,,0
82,A,Yep.,,,,0
83,A,and you're going to learn there is a lot of responsibility just keeping the home going,,,,0
84,B,"And I hope we reach the point where whatever women chose to do, that's acceptable.",,,,0
85,A,Yeah.,,,,0
86,B,If they chose to go into the work force that's okay.,,,,0
87,A,Yeah.,,,,0
88,B,"If they chose not to, that's acceptable.",,,,0
89,A,"And if they go into the work force, they should be treated as  nicely  as, as well as a man or any other person.",Major Topic - end,,,0
90,B,As equals.,,,,0
91,A,"And, uh, not,",,,,0
