,Person,Conversation,Custom Tag,Custom Tag 2,Topic Description,Class
85,B,"And they have, you know, pink linen napkins for their dinners. And, a well equipped library.",,,,1
86,A,"Uh-huh,",,,,1
87,A,uh-huh.,,,,1
88,A,"Yeah,",,,,1
89,A,that sounds great.,,,,1
90,B,"Oh, I am certainly very much for a nursing home",,,,1
91,B,"and I think when the, the parent gets old enough, to the extent where they just do not want to be bothered with keeping house, and with taking care of themselves, anymore. That is a wonderful alternative.",,,,1
92,A,Yeah.,,,,1
93,A,Uh-huh.,,,,1
94,A,Uh-huh.,,,,1
95,A,Uh-huh.,,,,1
96,B,It is expensive.,,,,1
97,B,It is costly.,,,,1
98,A,"See if they could, could get this idea across though, better than what it is, you, know.",,,,1
99,B,Uh-huh.,,,,1
100,B,"Well, now my daddy's mother, uh, lived in a, a retirement village",,,,1
101,B,"and she and her sister had side by side duplexes, one bedroom duplex.",,,,1
102,A,Uh-huh.,,,,1
103,B,"She still had her individuality,",,,,1
104,A,Uh-huh.,,,,1
105,B,but they were there close,,,,1
106,B,"and they did have, uh, you know, the button that you could push the central office if you got into problems",,,,1
107,B,"and, there were lights that you could flip on and so forth.",,,,1
108,A,Uh-huh.,,,,1
109,B,And they have security.,,,,1
110,A,Uh-huh.,,,,1
111,B,"No,",,,,1
112,B,"I am very much in favor,",,,,1
113,B,"I have heard horror stories,",,,,1
114,A,"Oh, well you have that with anything.",,,,1
115,B,"I know that the elderly can easily be abused,",,,,1
116,A,Oh yeah .,,,,1
117,B,"but I would be willing to bet they are far less abused in a nursing home than are, they are in, homes of their own children.",minor topic end,,,1
118,A,"In the homes, yeah.",off topic start,,A talking about her sister's case,2
119,A,"Well, we used our nursing home as, uh,",,,,2
120,B,Uh-huh.,,,,2
121,A,"like when my sister was real bad before she died uh, we took her the last month and a half, into a nursing home.",,,,2
122,B,Uh-huh.,,,,2
123,B,Uh-huh.,,,,2
124,B,Uh-huh.,,,,2
125,A,And they were super with her.,,,,2
126,B,Absolutely.,,,,2
127,A,"They were, uh,",off topic end,,,2
128,B,"Well now, my grandmother,",minor topic start,,B talking about how her grandmother benefitted from her nursing home,1
129,B,of course all of my folks lived to be very old,,,,1
130,A,Uh-huh.,,,,1
131,B,"and my grandmother developed Hodgkin's Disease, when she was in her late eighties, uh, late seventies, I mean.",,,,1
132,A,Uh-huh.,,,,1
133,A,Uh-huh.,,,,1
134,A,Uh-huh.,,,,1
135,B,"She went to the doctor,",,,,1
136,B,"she had surgery,",,,,1
137,B,she got the treatments,,,,1
138,B,"and during, the period of time that she was undergoing those treatments she was in a nursing home.",,,,1
139,A,"Uh-huh,",,,,1
140,A,uh-huh.,,,,1
141,A,Uh-huh.,,,,1
142,B,"She got better,",,,,1
143,B,"she got well,",,,,1
144,B,she got out and went dancing again.,,,,1
145,A,"Well, a lot of people do that.",,,,1
146,A,"They , left them temporally maybe they had a, broken hip or something or,",,,,1
147,B,Uh-huh.,,,,1
148,B,That is right.,,,,1
149,B,"Uh-huh,",,,,1
150,B,uh-huh.,,,,1
151,B,"I think it is a wonderful interim place,",,,,1
152,A,Uh-huh.,,,,1
153,B,"it is a place that you do not have to struggle with hospital, problems",,,,1
154,A,"Uh-huh,",,,,1
155,A,uh-huh.,,,,1
156,B,"and yet it is not, you know,",,,,1
157,B,"you have,",,,,1
158,A,And it can become home to them.,,,,1
159,B,"Uh-huh,",,,,1
160,B,uh-huh.,,,,1
161,A,"It, It depends upon the individual.",,,,1
162,B,It certainly is.,,,,1
163,B,"It certainly does,",,,,1
164,B,"but, you see, we have had excellent experience with that.",minor topic end,,,1
165,B,"And, uh, I, I did not put my husband in a nursing home when he became ill,",minor topic start,,How B would want to make the call of going to the nursing home herself,1
166,B,"but, I would not object to going to one.",,,,1
167,A,"Uh-huh,",,,,1
168,A,uh-huh.,,,,1
169,B,"I might, I might like to be, uh, coherent enough to make my own choice.",,,,1
170,A,Uh-huh.,,,,1
171,A,"Uh-huh,",,,,1
172,A,uh-huh.,,,,1
173,B,"Uh, I would not particularly think I would want my kids to say, ""well, I think this is what I need for Mom"", and, then dump me there.",minor topic end,,,1
174,A,This is,,,,0
175,A,"and,",,,,0
176,B,"But, I would  like,",,,,0
177,A,There has to be  consideration taken on everything.,,,,0
178,B,That is right.,,,,0
179,B,"Uh-huh,",,,,0
180,B,uh-huh.,,,,0
181,B,"And I think you would shop for a nursing home, just like you would shop for a church, or a doctor or anything else.",minor topic start,,The apt time and method of choosing a nursing home,1
182,A,Yeah.,,,,1
183,A,"That is right,",,,,1
184,A,"you would look into it thoroughly and, do, do the best job you could in choosing one.",,,,1
185,B,"Uh-huh,",,,,1
186,B,sure.,,,,1
187,B,Uh-huh.,,,,1
188,B,"When you get to the point where you are in trouble, and you have got to have that help, you are in no position to make those choices.",,,,1
189,A,Uh-huh.,,,,1
190,A,No,,,,1
191,A,"and you do not have the time to look,",,,,1
192,A,"that is what, I am saying,",,,,1
193,B,That is right.,,,,1
194,B,Uh-huh.,,,,1
195,A,most people will not even look at that until it becomes a necessity.,,,,1
196,B,Absolutely.,,,,1
197,B,"I think that one of the best ways to do that is for families to realize they are going to be needing those facilities one day, and to actually get involved and participate on a community level with community service.",,,,1
198,A,Uh-huh.,,,,1
199,B,"Go out to the nursing home, help guide some craft programs, perhaps, work on some music programs,  whatever their talents are.  And work with, those senior citizens.",,,,1
200,A,"Whatever their talents,  yeah.",,,,1
201,A,Uh-huh.,,,,1
202,A,"Yeah,",minor topic end,,,1
203,A,"I have a cousin who is, uh,",off topic start,,A talking about her cousin's son's case,2
204,A,"she had a son that was epileptic from birth,",,,,2
205,A,"and he did fine, at home,",,,,2
206,B,Uh-huh.,,,,2
207,A,"they lived on a farm,",,,,2
208,B,Uh-huh.,,,,2
209,A,"but she made arrangements, so that when she was gone, she did not want her, her children, her other children burdened with his care.",,,,2
210,B,Uh-huh.,,,,2
211,B,Uh-huh.,,,,2
212,B,That is right.,,,,2
213,A,"So he, they, she has made arrangements that when she, she was gone, that he would go into the nursing home.",,,,2
214,B,Uh-huh.,,,,2
215,A,"And he has, I would say, he adjusted very well",,,,2
216,A,"and, uh, he, he, he has been there quite a long time.",,,,2
217,B,Uh-huh.,,,,2
218,A,"And, uh, he don't know me usually",,,,2
219,B,Yeah.,,,,2
220,A,"So, he goes wheeling down, uh, the hall to bingo.",,,,2
221,A,"Somebody else, is helping him out, you know,",,,,2
222,B,That is right.,,,,2
223,B,"Uh. Well, one of the things, I think that is most desirable for the elderly and that is routine.",,,,2
224,A,"and, uh, he has adjusted very well.",,,,2
225,A,"Uh-huh,",,,,2
226,A,oh yes.,,,,2
227,A,Yes.,,,,2
228,B,"Routine and, uh, constancy.",,,,2
229,A,Uh-huh.,,,,2
230,A,"Uh-huh,",,,,2
231,A,uh-huh,off topic end,,,2
232,B,"Uh, the only real problem with that in a nursing home is that the staff turns over.",off topic start,,Talking about the implications of underpaying the nursing home staff,2
233,B,"I do not think they pay, the nursing home staff sufficiently, to, to get the dedication that they have in some other profession,",,,,2
234,A,uh-huh.,,,,2
235,A,"To keep them there, uh-huh.",,,,2
236,A,True.,,,,2
237,B,"and that is sad, because, I think the health profession is one of the most critical,",,,,2
238,A,Yes.,,,,2
239,A,"But , for some reason people resist, uh, the fact that they should be paid as well as businesses and that type of thing, you know.",,,,2
240,B,"And, uh,",,,,2
241,B,That is right.,,,,2
242,A,It seems to be a resistance.,,,,2
243,B,"Care for the elderly and care for the children, I cannot imagine a more costly and a more, a more, uh, better area to invest, your money.",,,,2
244,A,Uh-huh.,,,,2
245,A,Uh-huh.,,,,2
246,A,"Right,",,,,2
247,A,right.,,,,2
248,A,But there seems to be a resistance.,,,,2
249,B,You are  preserving your heritage and your future there.,,,,2
250,A,"Yeah,",,,,2
251,A,yeah.,,,,2
252,A,"So, uh,",off topic end,,,2
253,B,"And, as a matter of fact, I do not see why they do not have children's programs in nursing homes.",off topic start,,children's programs in nursing homes,2
254,A,"Well, around here, we have some, you know, the churches, take your, the children",,,,2
255,B,Uh-huh.,,,,2
256,A,"and, I know our kids thoroughly,",,,,2
257,B,Uh-huh.,,,,2
258,A,"the children thoroughly enjoy,",off topic end,major topic end,,2
