Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Uh-huh.,,,
B,And it would take me maybe two or three minutes looking in the manual to figure out what command it was that caused this to happen.,,,
B,"And they would say, how did you do that?",,,
B,"And I'm like, well it's really easy.",,,
B,"And they were like, well, I never knew that.",,,
B,"So obviously they'd never considered looking it up, you know.",,,
A,Uh-huh.,,,
A,"Do you think it's a lack of training,",,,
A,or it's just that they don't use the materials that are available to them.,,,
B,"Sometimes it's,",,,
B,"sometimes,",,,
B,"well, it's a number of different things.",,,
B,"Sometimes they don't, uh, they don't think that they can get any information out of the manual.",,,
B,Some manuals aren't really designed very well.,,,
A,Uh-huh.,,,
B,"But some of them, are,",,,
B,"and more and more of them are coming out written in a way that it, that just a basic, general user can understand them.",,,
B,"So, I think, um, people think it's going to take them a lot longer to learn it properly than it really would,",,,
B,"and so they're really wasting time rather than saving themselves time, because they think, well, it's quicker just to do it myself when it's really not.",,,
A,Right.,,,
A,Uh-huh.,,,
A,It's better to learn it directly from the manual.,,,
B,"Well, I think so.",,,
A,Especially when you have to trouble shoot some things.,,,
B,Uh-huh.,,,
B,Exactly.,,,
A,"Because a lot of the times the computer the program still has, uh, bugs in it,",,,
A,and you have to work around it.,,,
B,Uh-huh.,,,
A,"Have you worked mostly on I B M,",,,
B,"With P C they're either I B M or I B M compatible, mostly.",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,"that's that's all I've seen in offices, is I B M.",,,
B,"That is the, you know, the industry standard.",,,
B,Uh-huh.,,,
B,"There's a lot of really good I B M compatibles, too.",,,
B,"They don't have to necessarily be the I B M brand,",,,
B,but they have to adhere to that industry standard.,,,
A,Right.,,,
A,Well do you think it's been five minutes yet,,,
A,"or,",,,
B,"Oh, probably.",,,
A,"Oh, okay.",,,
A,Well it was nice talking to you.,,,
B,Okay.,,,
A,Thank you.,,,
B,Bye-bye.,,,
A,Bye-bye.,,,
