Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"I got off my pace or my cordless phone, anyway, uh, hope it's not going bad,",,,
A,Oh.,,,
B,it's going to bump me out.,,,
B,"Um, but he, I think he, he only spent, you know, the low twentys",,,
B,"so, I don't know.",,,
A,Really?,,,
A,"Now, see, I would have never figured that, I would have figured that to be a lot more than that for something that's limited edition.",,,
B,"Well, I don't know,",,,
B,"I think the demand's gone all, down a little bit.",,,
B,"I think you can,",,,
B,"the prices aren't as high, you know,",,,
B,"and the, the Miata was first introduced, uh,",,,
A,"And, well , they weren't really that bad though when they were introduced were they?",,,
B,"yeah,",,,
B,"the demand is so, high that, uh, you know, they were going to retail them around like you know, thirteen standard, you know,",,,
B,"and you get your options, your looking at fifteen or fifteen",,,
A,Yeah.,,,
A,That's true.,,,
B,"but there were, you know, people were buying them for nineteen and twenty,",,,
A,Uh-huh.,,,
B,"and, um, they, they may have gone down a little bit",,,
A,Huh.,,,
B,"but I,",,,
B,they're still pretty much in demand.,,,
B,"I think there's another car coming in,",,,
B,"it's supposed to come out and compete with that Miata,",,,
A,Huh.,,,
B,and I can't remember what I read about that,,,
B,"but so, that's ,",,,
B,"I mean, I would think somebody would try to compete with that because it is very popular,",,,
B,so.,,,
A,"Yeah,",,,
A,it really is.,,,
B,"But,",,,
A,"Have you seen the new, uh, Dodge Stealth? The, the,  real nice one",,,
B,"Oh, yeah.",,,
B,"yeah,",,,
B,"and the Mitsubishi,  three thousand G T , is the same, same.",,,
A,Yeah.,,,
A,"Yeah,",,,
A,"the Mitsubishi is real nice looking too,",,,
B,"Yeah,",,,
B,"well, that's, that's, that's the same manufacturer",,,
A,now those are nice,,,
B,"and so , they just market them.",,,
A,Right.,,,
A,Right.,,,
B,"But, uh, yeah,",,,
B,"those are and those are supposed to be very performance power, I mean, they're, there is, yeah, big time.",,,
A,"The expensive ones, they have a cheaper model too that you can get for about seventeen thousand,",,,
A,"but those are pretty stripped,",,,
A,"and there's nothing,",,,
A,"there's really,",,,
A,"that one's just more for looks, you know,",,,
A,"it doesn't have any, really the performance that the expensive one does.",,,
B,Yeah.,,,
A,"You know, but I've seen one of those,",,,
A,"and it's not that great, I mean, because they really,",,,
B,"I think they're only around, uh, twenty-nine K.",,,
A,"Yeah,",,,
A,"like, I mean they have, um, better ,",,,
A,it's not quite as nice for a little bit less.,,,
B,Yeah.,,,
A,"Yeah,",,,
A,they're not really that bad,,,
A,"but I don't know,",,,
A,"like I said it's, it's still not practical for me",,,
A,"I have a hard time looking at cars like that because I think, now, there's no way I can do that",,,
B,"Yeah,",,,
B,I'm being single,,,
B,"and no other responsibilities for yourself, I guess, you know, it's, I can, I can, I've been pretty happy,",,,
A,Right.,,,
B,"I've, I've, haven't tried to upgrade myself right now,",,,
B,"that's, uh, you know, I could, I could have, you know, get something nice and upgrade",,,
B,"but I just, uh, I'm consulting right now,",,,
B,"so,",,,
A,"Oh, really?",,,
B,"I just made my first job hop about eight months ago,",,,
B,so.,,,
A,uh ...,,,
