Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"Well, did you, uh, since you were paid for school yourself, do you think you had a different outlook on it, like your grades and things like that?",,,
A,"Uh, yeah,",,,
A,"because I was paying for it myself, I kind of slacked off,",,,
A,because I felt it was mine and I could do with it what I wanted.,,,
B,Uh-huh.,,,
A,"I think if my parents would have paid for it they would have been on me, you know,",,,
B,Uh-huh.,,,
A,"uh, they pretty much got to the point,",,,
A,"well, well, you know, you are at that age",,,
A,and you are going to have to decide what you want to do.,,,
A,"If you goof, up, it's your fault,",,,
B,Right.,,,
A,"it's not ours, you know.",,,
B,Right.,,,
A,"And then, lets me go",,,
A,"and, I mean, I did not do poorly.",,,
A,"I finished with a two five,",,,
A,that's not that wonderful either.,,,
B,"Uh-huh,",,,
B,yeah.,,,
A,"But, uh, you know, I, I mean I worked,",,,
A,"I did not, you know, goof around,",,,
B,Yeah.,,,
A,I worked.,,,
B,Right.,,,
A,"It was just harder, you know,",,,
A,"I do not know,",,,
A,"I was used to being, you know, on top",,,
A,"and when I started there, it was like, you are mediocre,",,,
A,so.,,,
B,Yeah.,,,
B,"Well see, I think, you know,",,,
B,I have known a lot of people that would go to school and their parents paid for it,,,
B,"and, and I guess it depends on the way you are raised too,",,,
B,"but if you, if you grow to expect that, you know, you kind of go there as sort of a vacation, you know,",,,
A,Uh-huh.,,,
A,Yeah.,,,
B,"I,",,,
B,that's the way a lot of my friends did it,,,
B,"and, you know, they were not, they did not take it very serious.",,,
B,"I know I took it real serious,",,,
B,"'cause I did not start to college until, you know, I was about eight or ten years and, uh, you know, out of what I should have been in school.",,,
A,Uh-huh.,,,
B,"But, uh, you know, so I think that helped me be real serious about it.",,,
B,"And I, I ended up graduating with like a three point six.",,,
A,"Oh, wow,",,,
A,that's really good.,,,
B,"Yeah,",,,
B,"so I, you know,",,,
B,"and that was hard cause I had two kids, and, you know, a family and everything else,",,,
A,Uh-huh.,,,
B,so I had a lot of different hats to wear all at the same time.,,,
B,"But,",,,
A,Yeah.,,,
A,"See, well I screwed myself up also,",,,
A,"there was a point in time that I decided that I did not want to in school,",,,
A,"and my parents never pushed me until my dad just said, what are you going to do",,,
A,"and I said, well I am going to go because I have not whipping butter the rest of my life, you know.",,,
B,"Yeah,",,,
B,"you are right,",,,
B,exactly.,,,
A,"So, I went and I just took business,",,,
B,Uh-huh.,,,
A,"well, being as I was paying for it myself, you know, I just kept,",,,
A,you do not get into your major until like your second or third year.,,,
B,Right.,,,
A,And I am going into my third year,,,
A,"and I decided, well I do not want to do accounting anymore,",,,
A,right,,,
B,Uh-huh.,,,
A,"and I thought, oh, my God, I am paying for this myself,",,,
A,"I am not switching completely because, I will put myself a year behind.",,,
B,Right.,,,
B,Yeah.,,,
A,"So I switched to finance,",,,
A,and I liked it better,,,
A,"and I pulled myself from a two oh to a two five, you know, in my last year, my senior year.",,,
B,Uh-huh.,,,
B,Yeah.,,,
A,"But I would have really liked to go on, uh, secondary ed with math education,",,,
B,Uh-huh.,,,
A,"but it was just the fact I was paying for it myself,",,,
A,"I was not going, to put myself behind another year.",,,
B,Right.,,,
B,Right.,,,
B,"Well my wife, was sort of in the same situation,",,,
B,"she was, she went to school to be a teacher just because she did not really know what else to go, for,",,,
A,Uh-huh.,,,
B,and she did not realize until she got to be a senior and was doing her student teaching that she did not like it.,,,
A,Uh-huh.,,,
B,"But, you know, by then she had practically got her degree,",,,
B,"so,",,,
A,Exactly.,,,
B,"so, you know,",,,
A,"I think if, uh, I would have went with the math, I think I would have done a lot better, because I was more interested.",,,
B,Uh-huh.,,,
A,"And that's what I, I knew that's what I wanted.",,,
A,"But, uh, I think a lot of kids that hold off a year or two,",,,
B,Uh-huh.,,,
A,"oh, my gosh,",,,
A,I would like to see the results on a study done.,,,
A,I think they would do a lot better. Because they are more focused.,,,
B,Yeah.,,,
A,They know exactly what they want to do.,,,
B,"Yeah,",,,
B,"I think, I think you are right,",,,
B,"when you pull yourself away and then you get out and you say, man I really need this.",,,
