Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,and there is a real dichotomy in terms of educational and economic background of the kids that are going to be attending this school.,,,
B,Uh-huh.,,,
A,"And I used to think, well, that's wonderful.",,,
A,"You know, they can get a real life experience.",,,
A,"What I'm seeing now, uh, in terms of kindergarten preparedness, just from, in, in, in different preschools it's like day and night.",,,
B,Uh-huh.,,,
A,"And I wonder, how do they handle a child who is obviously very ready and another child who doesn't even speak English, let alone know her colors.",,,
B,Yeah.,,,
A,And they're in the same classrooms.,,,
A,"And I guess also you're going to see the first of the, uh, crack kids starting kindergarten.",,,
A,"My God, I think it would be next year is what I'd read.",,,
A,"I thought, well, how do you, how do you weed those  out?",,,
B,Yes.,,,
B,"Some of those certainly have a lot of difficulties, you know, with, uh, all sorts of things,",,,
B,and I would imagine their learning disabilities are quite large in some cases.,,,
A,"When I was listening to N P R, the National Public Radio,",,,
A,"and they've quoted statistics that I just about, my throat just about fell into my toes.",,,
A,They said at the bottom of the S A T scores of graduating college seniors are usually those people that go into education.,,,
B,"Oh, wow",,,
A,Yes.,,,
B,That's encouraging.,,,
A,Yes.,,,
A,"And I, and I, I got to thinking back when I was teaching college chemistry, the people that took, you know, the lower level courses, I sometimes wondered, you know, are they really even educatable or trainable",,,
A,"and it,",,,
A,"my God, you know,",,,
A,"are the rest of us who went for the big bucks, you know, staying out of, you know, where maybe we should be kind of socially obligated to spend some time teaching or something with  these  kids?",,,
B,Yeah.,,,
A,I don't know,,,
B,"Well, that's, you know, that's an idea.",,,
B,Maybe there need to be some radical changes made.,,,
B,Do some things that are totally different and unheard of.,,,
A,"Well, you know, you, you sit here",,,
A,and you think about that.,,,
A,"At the same time you think, God, I hope I don't sound like a stage mother because,  right now  if you ask my friends put twenty mothers in a room and ask them how many have gifted children, you're going to have twenty hands, you know,  up there.",,,
B,"Oh, you're  kidding.",,,
A,"Oh, no.",,,
A,"Nobody has, nobody has a nongifted child.",,,
A,"And I keep thinking, you know, gifted is, is Einstein or, you know, uh, musical prodigies.",,,
A,"It's, it's not a kid who's, you know, precocious.",,,
B,Yeah.,,,
A,"You know, what has, you know, has, has the educational system been watered down to that anybody who's above average is now gifted?",,,
B,Huh.,,,
A,I don't know.,,,
B,That's interesting.,,,
B,I don't know.,,,
B,"Mine didn't, did not fall into the gifted category",,,
A,"Oh, don't say that.",,,
B,Nope.,,,
B,And I would never had said so either.,,,
B,"Uh, but, uh, they managed to get through, although not always with flying colors.",,,
B,"Uh, in fact, one of the incidents I was thinking of that my son had. Uh, he was struggling with senior English",,,
B,"and I had a meeting with the, uh, vice principal and the English instructor,",,,
B,"and, uh, she showed me a paper that he had just handed in.",,,
B,And she told me what she had requested.,,,
B,And I read it,,,
B,"and while it had, you know, a few little grammatical problems, it wasn't very long and so forth.",,,
B,"I thought it had some nice, well thought out, uh, parts to it.",,,
A,Uh-huh.,,,
B,She gave him an F on that paper.,,,
B,"And I thought, well now, here you have a student who is trying to pass, who is struggling with your subject",,,
B,and you give them an F on something that doesn't seem that bad to me.,,,
B,What are you telling that student?,,,
B,"You're telling them that, hey, you might as well forget it,  you know.",,,
A,"Well, you  see, I think that, that harks right back to the elementary and junior high years.",,,
A,Because I have a stepson now who's twenty-five,,,
A,"and, uh, I was just absolutely shocked, uh, the first time that I saw his schoolwork.",,,
A,"Uh, I remember being, you know, taught,",,,
A,"and I think, you know, you have to teach how to write an answer and, you know, how to construct a thought process.",,,
B,Uh-huh.,,,
A,"And, you know, they can get a, they can grasp the points.",,,
A,Can they convey the data verbally or in writing.,,,
A,"And that's what's, you know, really scary to me.",,,
A,"Uh, I would really, you know,",,,
A,"there's such a, a push among young mothers these days to make sure their child is computer literate.",,,
A,I would really think that they should be stressing more can the kid write a thought and at an early age.,,,
A,"And if they can't, I mean if they have missed that training, then somebody, you know, before you're, you're start penalizing them with bad grades for not being able to communicate what they're thinking, teach them these basic skills.",,,
B,Yeah.,,,
B,"It's pretty sad to think, uh, about those who, even today, are graduating from school",,,
B,"and they are telling that they don't know how to read,  you know.",,,
A,"Well,  my stepson, you know, I, he went into the Navy or Air Force.",,,
A,"I just really get my military,",,,
A,"I married into a military family,",,,
A,"and I don't know,",,,
A,I address them all as generals,,,
A,so I don't offend anybody.,,,
A,"But, uh, you know, fortunately for him, he wasn't dumb",,,
A,"but boy he sure had trouble, you know, putting things on, on paper.",,,
B,Yeah.,,,
A,"And one of the things that, that they did for him. They tested him",,,
A,"and they said that he's, you know, great in electronics",,,
A,"but he, you know, he's, really does need the basic skills.",,,
A,And they put him through six months of composition writing in addition to all his electronic training.,,,
A,"And at that point, he has now graduated from warfare electronics school with honors.",,,
B,Oh.,,,
A,"This  is the kid who, who really, you know,  barely  made it through high school.",,,
B,Yeah.,,,
A,"And I keep thinking, you know, it's not, it's really not too late at any point to do, you know,",,,
B,That's  interesting that the military saw that and did something about it.,,,
A,Yes.,,,
B,You  would have expected them to be the last ones to,,,
A,Yes.,,,
A,And I kind of have always pooh-poohed military educations.,,,
A,"But I think that for this kid, it's going to be, you know, his lifesaver.",,,
A,"Otherwise, he might have been driving trucks or framing houses, you know, from here to eternity.",,,
B,Yeah.,,,
A,"So, I don't know.",,,
A,"You know, it does make me nervous.",,,
B,"Well, I can see why if you've got little ones just coming along.",,,
B,"There's a, a whole lot of stuff going on out there.",,,
A,There is a whole lot of stuff going on out there,,,
A,"and, and part of me says I just would like to, you know, shut my eyes and pretend it doesn't, you know, go on Or send them to private schools",,,
A,"And then the, you know, the old social conscience says, you know, I'm not working, I don't need to work.",,,
A,"Maybe I should volunteer to, you know, teach what I know.",,,
B,Yeah.,,,
A,"Maybe adult literacy. Maybe, you know, composition writing. Maybe, you know, uh, volunteering, you know, on a tutor line or though the, even through the elementary schools for help with homework",,,
A,"or, the other part of me says, is God, I've had enough kids",,,
A,Do I,,,
