Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,I mean I could just sit mindlessly in front of a T V set for hours.,,,
A,Uh.,,,
B,"And I just realized, I was sort of like an alcoholic,",,,
B,"if I didn't get the booze out of the house, I was going to drink.",,,
A,Oh.,,,
B,So.,,,
A,I guess I haven't ever had any trouble with that.,,,
A,"I have more or less, I have my favorite shows",,,
A,"and I usually make time in my day or my week, you know, to watch those.",,,
B,Yeah.,,,
A,"But, for the most part, I try, I have small kids and I try and keep it on just a minimum amount of time, really when they're up.",,,
B,"Yeah,",,,
B,yeah.,,,
A,"Because they're,",,,
A,"I guess that, that, that falls ,",,,
A,and one of my other favorite shows is SESAME STREET because of the kids.,,,
A,I like that real well.,,,
B,"Right,",,,
B,"well, when my kids were little, I did have a T V set",,,
B,"and I did watch a lot of SESAME STREET and a lot of ELECTRIC COMPANY, as well.",,,
A,I don't think they have that on anymore.,,,
B,Well that would be a shame.,,,
A,I haven't seen the ELECTRIC COMPANY in a long time.,,,
A,"I, I remember it when I was younger of, you know, catching it on P B S,",,,
A,"but, uh, I don't think they show,",,,
A,"it must be in,",,,
A,"maybe it's in,",,,
A,"if it was in repeats,",,,
A,but they're not making new ones.,,,
B,Huh.,,,
A,I haven't seen it in a long time.,,,
A,But SESAME STREET is still really good.,,,
B,Yeah.,,,
B,"How about MISTER ROGERS,",,,
B,is he still around?,,,
A,Yes.,,,
A,Yeah.,,,
A,They still show MISTER ROGERS.,,,
A,"I don't think he's making new ones,",,,
A,but they repeat all the old ones.,,,
B,I see.,,,
B,I see.,,,
A,So that's still a real good show too.,,,
A,"I,",,,
A,that one tends to come on earlier in the day than I want to turn the T V on,,,
B,Uh-huh.,,,
A,"SESAME STREET comes on from like nine to ten, which is a good time",,,
A,"and everybody is up and had breakfast and dressed and ready to go,",,,
A,so it's,,,
A,"the timing of, of it is good, besides the what's on.",,,
B,Right.,,,
B,I figure your children are preschool?,,,
A,"Yes,",,,
A,I have two little ones.,,,
B,Yeah.,,,
A,So they like that.,,,
B,"Yeah,",,,
B,I seem to remember those shows being on in the afternoon.,,,
A,They come on both.,,,
A,"They come on like from nine to ten and then from, uh, five to six.",,,
B,"Uh-huh,",,,
B,okay.,,,
A,"They just repeat over again. Which is also,",,,
B,Okay.,,,
A,"that's another thing that's good about it,",,,
A,"when it comes on right in the dinner hour. I can feel like I can let them sit in front of the T V and watch,",,,
A,"and they're watching something worthwhile, while I can make dinner and do things I need to do without them under foot.",,,
B,Yeah.,,,
B,"Yeah,",,,
B,"little, with little kids the T V set really is a, I mean",,,
B,I used it as a pacifier.,,,
A,Yeah.,,,
B,"I'm not sure it was that great for my children,",,,
B,"but they turned out okay,",,,
B,so.,,,
A,"Uh, it didn't hurt them any.",,,
B,Yeah.,,,
A,"Some shows are good for,",,,
A,"I think some shows, some,",,,
A,"STAR TREK, I,",,,
A,for the imagination of it all.,,,
A,"The idea, I, I think that's one of the things I like about STAR TREK.",,,
B,Uh-huh.,,,
A,"And is, is the,",,,
A,even in for kids watching some of it can be a little violent sometimes and stuff.,,,
A,"I don't let my little ones watch it,",,,
A,"but the imagination of, look what we can do, you know, in the future, this is, perhaps, this will be possible. That kind of thing.",,,
B,Yeah.,,,
B,Yeah.,,,
A,"Okay,",,,
A,"well, I think we've covered most of my favorite T V shows.",,,
B,"Well, I'm trying to think if I ever even had a favorite one at one time, uh.",,,
A,"Let's see, how about, uh, MAN FROM UNCLE?",,,
B,I do seem to,,,
B,"is that the one where they, uh, he always got this, this tape recording that self-destructed?",,,
A,That's MISSION IMPOSSIBLE.,,,
B,"Uh, MISSION,",,,
B,"that's right,",,,
B,MISSION IMPOSSIBLE.,,,
B,"Yeah,",,,
B,I used to watch that.,,,
B,"In fact, I can still remember a couple of those.",,,
B,"They were,",,,
B,I thought those were very good.,,,
A,"Yeah,",,,
A,"they always have,",,,
A,"I've, I've seen some of them on repeats.",,,
B,Yeah.,,,
A,"That uh,",,,
A,they always had a good plot.,,,
B,Huh.,,,
A,"It kind of kept you guessing on, on, uh, what was going to happen next",,,
B,Right.,,,
B,Right.,,,
B,"You,",,,
A,How they're going get out of their latest scrape.,,,
B,"Yeah,",,,
B,I do remember that.,,,
B,"And, uh, I remember as a kid my parents watching the ED SULLIVAN Show.",,,
B,"That was really the big deal in our household,  was the ED SULLIVAN SHOW.",,,
A,"Oh, yeah,",,,
A,every Saturday night?,,,
B,"Yeah,",,,
B,"I I guess it was a Saturday night,",,,
B,"and I went to see the movie THE DOORS a couple of days ago,",,,
B,"and they had this scene, uh, that portraying THE DOORS' appearance on the ED SULLIVAN SHOW.",,,
A,Huh.,,,
B,"They even had somebody portraying Ed Sullivan,",,,
B,"and it was very, very funny.",,,
B,"I think it was the funniest part of the, of that movie.",,,
A,Um.,,,
B,"Well, I don't know,",,,
B,"was there any,",,,
B,"I remember the MILTON BERLE SHOW even,",,,
B,"I was, I was,",,,
A,I'm not old enough to recall that one,,,
B,"well I guess, I have to admit that I am",,,
A,"My T V viewing started sort of mid-sixties,",,,
A,so.,,,
B,I see.,,,
A,"My folks didn't, my folks,",,,
A,I'm not even sure if we had one when I was really little.,,,
A,"That may be why,",,,
A,"they probably didn't have a T V until I got to be, you know, grade school or so.",,,
B,Yeah.,,,
A,"And the shows that I like now, they wouldn't let me watch.",,,
A,I had to catch them all on repeats.,,,
A,"Like STAR TREK, they thought that was much too violent for small children.",,,
A,So,,,
B,Huh.,,,
A,"I, I, I ended up watching a lot of these things on, you know, repeats in the afternoons or something.",,,
B,Yeah.,,,
B,"That's, that's interesting.",,,
B,"Uh, I think it's interesting that parents think that their small children learn violence from TV,",,,
B,"people were just as violent before T V was invented, maybe even more so.",,,
A,Yeah.,,,
B,"But I guess that's, that's a different topic",,,
B,isn't it?,,,
A,Probably so,,,
A,"Well, I think that's about, uh, that's about covered it for me,",,,
A,so I think I'll say good-bye,,,
A,and we'll  talk another time perhaps,,,
B,Yeah.,,,
B,"Well, it was nice talking to you.",,,
B,"Tell me, tell me where you're calling from.",,,
A,"I'm calling from Garland, Texas.",,,
B,"Garland, Texas.",,,
A,Uh-huh.,,,
B,All right.,,,
B,I'm in,,,
A,Where  are you from?,,,
B,"I'm in Raleigh, North Carolina.",,,
A,"Oh, my goodness.",,,
A,I didn't know they did it long distance.,,,
B,"Yeah,",,,
B,"I think they're doing it, trying to do it, or I hope they're trying to do it all over the country, because they need to collect all kinds of different different dialects.",,,
A,Yes.,,,
A,"Well, it was nice talking to you",,,
B,Same here.,,,
A,Bye-bye.,,,
B,Bye-bye.,,,
