Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,Yeah.,,,
B,I don't know if they won very many games.,,,
B,"But, I don't know,",,,
B,their style of play was so much different from from the teams that just run and gun.,,,
A,Yeah.,,,
A,"Yeah,",,,
A,"I like high school football, which again is not the subject,",,,
A,"but that's so much fun to watch because they're, they're pure amateurs, you know, and there's no money involved.",,,
B,Yeah.,,,
A,"You go to college,",,,
A,"you don't really know,",,,
A,it loses it somewhere.,,,
B,Yeah.,,,
A,"Whatever sport it is, if they're really putting a lot of money in,",,,
A,"these players, let's face it, ninety percent are being paid.",,,
A,So.,,,
B,Yeah.,,,
A,I'd like to see college basketball and all the other sports go back to being amateurs.,,,
A,I don't care about seeing the best players in the world play.,,,
A,"I like to see the people going to Texas just play, the ones that are in class.",,,
A,"And I'd like to see athletes, uh, or fellow students, like myself, you know, to play the game.",,,
A,"I, I, in fact, I like amateur sports.",,,
A,"I don't see it has to be,",,,
A,"I don't think that college football, or basketball, should have to be semi-pro, you know.",,,
B,Yeah.,,,
A,I wish it'd return to the good old days of the amateur. Everybody play.,,,
A,"That's what I like,",,,
A,"everybody should play, you know.",,,
A,Yeah.,,,
A,"Well again, I'd just like to see the true athlete, the true student athlete, play basketball, you know.",,,
B,Yeah.,,,
A,"I don't like to see the ones that aren't, have no intention of going to class, uh.",,,
B,Yeah.,,,
A,"Then, again just picking a school,",,,
A,"Texas is is usually not the best team, you know,",,,
B,In,,,
A,"because the other teams are, I'm sure practice a lot more,",,,
A,"and S M U down here in footballs and trying to get back, uh, to having true student athletes,",,,
A,"and, and that's what I think is a lot of fun.",,,
B,"There's just so much pressure on the schools, I think to win, though, you know.",,,
A,"To win and money,",,,
A,yeah.,,,
B,Yeah.,,,
B,"And, you know, it's like if they don't win, they don't get any money, so, and the school suffers, which is kind of bad,",,,
B,but that's just how it always is.,,,
A,"Yeah,",,,
A,I always thought that university was for an education and then sports of course is part of the education.,,,
A,"I don't think that sports has to make a lot of money, or you do away with it.",,,
A,"I don't know why the don't keep fencing and all that, you know.",,,
B,Yeah.,,,
A,"And, and they seem to be,",,,
A,there's articles in the TIME magazine and all about whether it be basketball or anything else.,,,
A,"If it's not making money, then we'll do away with it.",,,
A,"Well, that's not,",,,
A,I thought it was so that you give them an education of that particular discipline.,,,
B,Yeah.,,,
A,"And I, I, I just think that amateur sports should stay in universities,",,,
A,that's where it's at.,,,
A,"I'm sure saddened to see,",,,
A,"I think it was Wisconsin or somewhere, they were getting rid of fencing and a couple of other things.",,,
A,I don't know what it was.,,,
B,Really.,,,
A,"It just seems so sad to have to only rely on, you know, college football.",,,
A,"Is that all they're going to have to make money, you know.",,,
B,Yeah.,,,
A,"But I didn't think that was the objective, to make money.",,,
A,But it seems like it is.,,,
B,Huh. It really is.,,,
B,I know there's a lot of pressure on schools to have a winning program. To get the best athletes so they can keep their seats full.,,,
A,Uh-huh.,,,
A,Uh-huh.,,,
A,You went to Indiana University?,,,
B,"Uh, Purdue.",,,
A,"Oh Purdue,",,,
A,okay.,,,
B,Yeah.,,,
A,"Well, good.",,,
B,So.,,,
A,"You're, you're a T I up in Sherman?",,,
B,Uh-huh.,,,
A,"Oh, very good.",,,
B,Are you from Dallas area?,,,
A,"Yeah,",,,
A,"yeah,",,,
A,"I'm in the facilities there, down here in Dallas.",,,
B,"Yeah,",,,
B,"I guess football is the big sport down here, isn't it.",,,
A,"Uh, certainly high school football, and college football,",,,
A,"but again high school football is just so much fun to watch,",,,
A,"because, uh, you know, not everybody plays of course, but they're still,",,,
A,it's good,,,
A,"and it's still,",,,
A,"you know the kids,",,,
A,"and there's absolutely no money involved whatsoever,",,,
B,Yeah.,,,
A,"and you know they're going to class, you know.",,,
B,"You heard of, Have you heard of Damon Bailey. The I U white guard that plays.",,,
A,"It, it's, it's real amateur sports.",,,
A,Huh-uh.,,,
A,Huh-uh.,,,
B,"Well, last year, when he was in high school, they drew a crowd of like forty-one thousand for the state finals, when he played.",,,
A,Is that right?,,,
A,"I never heard ,",,,
A,"that's, uh,",,,
A,I never been in a football game in high school that had that many.,,,
B,"Yeah,",,,
B,"so that's, I mean, that's pretty big.",,,
B,"Like he's from Indiana,",,,
B,and he plays for Indiana now.,,,
B,"And, Indiana him to be a lot bigger than pro basketball up there.",,,
B,The Pacers don't really draw that big of a crowd,,,
B,"You know, the high school games, I mean, that seems to be the big attraction, and college.",,,
A,"Well, my office mate here, Earl, he, he goes to all the Maverick games",,,
A,and he loves that.,,,
A,"He, he would be,",,,
A,"this is a great question for him, uh, to talk about",,,
A,"Like he's got,",,,
A,"I'm looking at his calendar,",,,
A,"he's got all over the place,",,,
A,and he goes to a lot of the Maverick games and everything.,,,
A,"But, I, I, I can't get interested at all,",,,
A,zero.,,,
A,"I, I listen to him,",,,
A,"and occasionally I'll watch them on channel eleven,",,,
A,"but gee,",,,
A,"I can't, uh,",,,
A,"more than five minutes of a basketball game, just seems about,",,,
A,"that's it,",,,
A,"of, uh, pro anyway.",,,
B,"Yeah,",,,
B,"seems like you could set the score at a hundred and then give them five minutes to play,",,,
A,Yeah.,,,
B,then it'd be the same result.,,,
A,Yeah.,,,
B,"Because they, they start,",,,
B,"they shoot so much,",,,
B,"and then the last, what, five minutes they decide who's going to be the winner, I guess.",,,
A,Uh-huh.,,,
A,"Yeah,",,,
A,I'm surprised a little bit when you're talking about basketball how some players work.,,,
A,"Mavericks had, oh two players this year that they got rid of last year.",,,
A,I'll think of them in a minute.,,,
A,"Perkins, Sam Perkins,",,,
A,can't think of the other one.,,,
A,They're both.,,,
B,"Tarpley,",,,
B,is he one?,,,
A,Pardon me?,,,
B,Tarpley?,,,
A,"Yeah,",,,
A,"Tarpley,",,,
A,"and they both left this past year,",,,
A,"and both of them were on playoff teams, uh,",,,
A,"so, they benefitted tremendously by leaving the Mavericks.",,,
B,Yeah.,,,
A,"And Sam Perkins, here, he's one guy I did follow",,,
A,"from,",,,
A,"think he was in Virginia,",,,
A,"I can't think of what school he went to,",,,
A,but from.,,,
A,"I guess he's been here about five, six, seven years in the pros.",,,
A,"And he was,",,,
A,"he never quite achieved the, you know, the super stardom that he had in, in college,",,,
B,Uh-huh.,,,
A,"but, uh, basketball, they have a nice,",,,
A,I don't know if you've down to the sports for Reunion Arena.,,,
A,"It's,",,,
