Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
A,I do not think they were very good during that time.,,,
B,Yeah.,,,
A,At least there were not as many good ones.,,,
B,"Did,",,,
B,Yeah.,,,
B,The quality I think maybe has improved in that respect.,,,
A,Uh-huh.,,,
B,"Uh, the only thing that disturbs me is that now they think they have to add just a little bit of sex and violence in order to get a, a tougher rating. Which suggests that, that, you know, it will be more enticing to the, to the public.",,,
B,"And a lot of times it is added for no real, uh, valid reason.",,,
A,Uh-huh.,,,
B,"Uh, which does not make,",,,
B,and I think SMOKEY AND THE BANDIT was a little bit like that.,,,
A,Yeah.,,,
B,"Uh, but DANCES WITH WOLVES did not seem to have anything added.",,,
B,"It was just all legitimate kind of, uh, film.",,,
B,"And that is where reason why I suppose it won so many Oscars, uh,",,,
B,because it really was good even though it is such a long movie.,,,
B,"You know, they said, ""Oh, people won't, won't be interested in a three hour movie."" But it certainly gotten good acclaim everywhere it has gone.",,,
A,And it was shocking at the end too.,,,
A,"So,",,,
B,"Oh, oh, yeah.",,,
A,Yeah.,,,
B,Absolutely.,,,
B,"Uh, but much more true to life",,,
B,"and I think that is, that is the point.",,,
A,Yeah.,,,
A,That is right.,,,
B,"Uh, they do not have to keep making up stuff if they want to make something good.",,,
A,Uh-huh.,,,
B,I hate sequels too.,,,
B,"I hate these, uh, you know, number one, two, three, four.",,,
A,Uh-huh.,,,
B,"Usually if a movie is good, once is enough",,,
A,Yeah.,,,
A,Especially JAWS.,,,
B,Right.,,,
B,"That was on Prime Time Television here, uh, recently at seven thirty in the evening.",,,
B,"And, uh, it was kind of shocking because that is a scary movie. And children, young children could see, could have seen that movie, uh, at that hour.",,,
A,Uh-huh.,,,
B,"And I thought, that, you know, that would not have been the sort of thing I would have wanted my children to see at that age, uh, I mean when they were young.",,,
B,And here it was quite easily seen by anybody that turned on the T V.,,,
A,Right.,,,
B,"Uh, which was a,",,,
B,it was a good movie.,,,
B,"I mean it was well done but, uh, that is one reason why it was scary.",,,
A,Uh-huh.,,,
B,"So, but I do not know that I have seen any of the, uh, sequels to that.",,,
B,I think one is enough.,,,
A,Yeah.,,,
B,"Uh,",,,
A,Just more of the same.,,,
B,That is what people say.,,,
A,"In one of them they have a mother shark, uh, destroy a whole, uh, marina and aquarium. Which is kind of far fetched.",,,
B,Oh.,,,
B,Yeah.,,,
B,"It,",,,
B,just a touch.,,,
A,Yeah.,,,
B,"Well, the whole movie is kind of far fetched.",,,
A,Uh-huh.,,,
B,"But, I mean the whole idea behind it is far fetched.",,,
A,They hardly ever play music when a shark attacks somebody.,,,
B,"Not, not too often",,,
A,Yeah.,,,
B,"That has gotten to be a whole camp idea now though, you know.",,,
B,"If you hear that music, you know, everybody knows what you are talking about.",,,
A,Yeah.,,,
B,It's funny.,,,
B,"Well, it sounds like neither one of us are real movie buffs.",,,
A,"Well, uh, every once in a while, I go, but it, it has to be like somebody that I like",,,
A,"or,",,,
B,Yeah.,,,
A,"you know. I did not, I did not go see FIELD OF DREAMS when it was in the theatre because I did not know it was any good.",,,
B,Uh-huh.,,,
A,"And then when it was, I, I found out it was Kevin Costner when it was on, um, I guess A B C the other week,",,,
A,"then I,",,,
B,Right.,,,
B,Yeah.,,,
A,Yeah.,,,
A,And then I really liked it.,,,
B,It was good.,,,
A,Uh-huh.,,,
B,It was very good.,,,
B,"But, uh, um, uh, see I have, uh, teenagers in my house.",,,
B,"And of course sometimes they rent movies and, you know, have friends over or something.",,,
B,"And sometimes movies are here that I did not, I am not even aware that I could have seen, you know.",,,
B,"Because my family tells me that, that, that it had been actually in the house before",,,
A,Huh.,,,
B,But I had missed it.,,,
B,"But I did see it on T V,",,,
B,and I thought it was good.,,,
A,Yeah.,,,
A,"It was really,",,,
A,"and then, and then, uh, Shoeless Joe Jackson really was a player.",,,
A,"I thought they made him up, and then I found out, you know, after I saw the movie that, they, they started talking about that scandal",,,
A,"and,",,,
B,"Oh, really?",,,
A,"Yeah,",,,
A,"when the, when the anniversary came up",,,
B,Uh-huh.,,,
A,"that was around the time of anniversary, you know.",,,
B,No kidding.,,,
A,And then it was on the news.,,,
B,"Oh, I did not realize that.",,,
B,Yeah.,,,
B,"Uh, you know, the character that, uh, James Earle Jones played?",,,
A,Uh-huh.,,,
B,"Uh, uh, I teach in school,",,,
B,and we are doing a book called INVISIBLE MAN by Ralph Ellison.,,,
A,Uh-huh.,,,
B,And I wondered if maybe he was patterned after him.,,,
A,Yeah.,,,
B,"Uh, I do not know,",,,
B,I had not heard anybody talk about it.,,,
B,"But, uh, he certainly could have been. Uh, which was kind of interesting. You know, someone who, uh, who was a real activist but then took up the cause. Uh, kind of gave up, you know, because he did not think anything was happening,",,,
A,Yeah.,,,
B,"and so, uh, it was kind of fun.",,,
A,Yeah.,,,
A,And I wondered who it was too.,,,
B,"I do not know for sure,",,,
B,"but there are certain, uh, qualities that suggest it could be he.",,,
B,"Because they were, uh, they were suggesting that this Ben was something of a recluse.",,,
B,"That he had stopped writing and had stopped, you know,",,,
B,and that is true for Ellison.,,,
B,"He, he wrote that one book and a few essays and that is about it. And, uh, has pretty much dropped out of public life.",,,
A,Huh.,,,
B,But he is still alive,,,
B,"and that, you know, that is what makes it so interesting.",,,
A,Uh-huh.,,,
B,"And that book, have you ever read that book? INVISIBLE MAN.",,,
A,"Uh, I",,,
A,What is that?,,,
A,INVISIBLE MAN?,,,
B,INVISIBLE MAN by Ralph Ellison.,,,
A,"Uh, no.",,,
A,Huh-uh.,,,
B,It is an incredible book.,,,
B,"It, uh, really is very, very interesting.",,,
B,I highly recommend it.,,,
A,"Uh, did they make the movies after that",,,
A,"or,",,,
B,"Uh, the,",,,
B,"yeah,",,,
B,"the movie,",,,
B,the,,,
B,in,,,
B,"FIELD, FIELD OF DREAMS came out after, uh, that novel.",,,
A,Uh-huh.,,,
B,So it could easily have been patterned after him.,,,
B,"But the, the movie did not have anything to do with, with the story that I am talking about.",,,
B,But,,,
A,Right.,,,
B,"I just thought the the, uh, author could have been patterned after that, uh,",,,
B,"I mean that character could have been patterned after him or someone like him, certainly.",,,
A,Uh-huh.,,,
B,"Sort of interesting,",,,
B,"so. Well, I guess we have talked probably our time limit, haven't we?",,,
A,"Oh, yeah.",,,
B,Okay.,,,
A,Okay.,,,
A,It was Nice talking to you.,,,
B,Very good.,,,
B,It was nice talking to you.,,,
B,Okay.,,,
B,Bye-bye.,,,
A,Bye-bye.,,,
