Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"But they're just sort of into clothes,",,,
B,and then there's other departments that aren't.,,,
A,Right.,,,
A,"Right,",,,
A,right.,,,
B,"And they'll just wear your common, ordinary, you know, whatever you might might say,",,,
A,"Yeah,",,,
A,"there's a couple teachers up there that, that do dress up more than others.",,,
B,Right.,,,
A,Right.,,,
B,"And so you try to maybe follow those if you know you're going there,",,,
B,you don't want to dress too tacky because you're going to be in the same room with them.,,,
A,Right.,,,
A,"Well, and you always,",,,
A,"course, it's a standing joke, you know, when the, when the men come in in a, a tie and a suit coat, you say, you know, what, have you got a job interview today",,,
A,"or, there, there's, There's usually, yeah, there's usually something going on that, that, uh, and would, would, uh, cause that to happen",,,
B,Or you're going to be observed.,,,
B,Yeah.,,,
A,"and I, I don't know how a coach would feel if, that teaches health or you know, English, or whatever that they had to wear a tie.",,,
A,"I,",,,
A,"some of those male coaches, that might really,",,,
B,Right.,,,
B,They go around in their little coaching shorts or parachute pants.,,,
A,"Right,",,,
A,and a T-shirt.,,,
A,Right.,,,
A,That I didn't ever understand.,,,
A,I mean we've got coaches that teach health for five periods and then have athletics sixth period,,,
A,so,,,
B,"Yeah,",,,
B,"well at Vines, the coaches don't do that.",,,
A,"Whether,",,,
B,"They, they dress pretty good, I would say",,,
B,and then they go to their coaching,,,
B,"and they, they put their shorts on there.",,,
A,Change then.,,,
A,"Well, see, that's what I would think.",,,
B,Uh-huh.,,,
A,That's what I would think.,,,
B,"But, they, they don't look, you know, they don't wear their sweat pants or, or anything.",,,
B,"They're, they dress like any other teacher would in in a classroom situation, not in P E.",,,
A,Right.,,,
A,"Course, we had, had one coach, one period he'd teach P E and the next period Health and then a period of P E",,,
B,Those I can understand.,,,
A,"and, and that's hard.",,,
B,Yeah.,,,
A,"You know, so he just left warm-ups on,",,,
A,"but, but, uh, no,",,,
A,"I think, really probably, they could, they could, uh, really,",,,
A,"and I don't know if, if they put, make uniforms the thing for the kids,",,,
A,I guess the teachers will have to follow suit with a dark skirt and a white top,,,
A,"and,",,,
B,I don't think we'll ever get to that.,,,
A,You don't think so.,,,
B,"No,",,,
B,I don't think.,,,
B,I think we're going the opposite direction.,,,
B,It's the parochial schools that I guess many,,,
B,"they've had uniforms for years,",,,
B,I don't really know if they still do.,,,
A,"Well, some of them, yes they do",,,
A,"and, and it's not at some of the private schools,",,,
B,It certainly makes it easier to dress.,,,
A,"but even there's a couple public schools in Dallas where, where the kids wear uniforms and the teachers, you know, dress in accordance with that.",,,
B,Uh-huh.,,,
B,"Well, it's certainly cheaper and easier in the long run, I think, that you don't have to be concerned about your wardrobe.",,,
A,Uh-huh.,,,
A,"Well I, I think it would make a difference at school.",,,
A,"I, I don't think we should be spending time saying somebody's wearing torn clothing or wearing too shorts, too short",,,
A,"or they've got the really short skirt and the black nylons and the high, you know,",,,
A,"I mean it's a lot of trouble to, to take care of that.",,,
B,Uh-huh.,,,
A,"And, of course, the kids say, then why bother, just let me wear what I want.",,,
A,"And, and yet we can't to that either.",,,
A,"I'd like to see them go to, to not necessarily a uniform, but saying that they've got to wear a button down shirt. You know,",,,
A,"that would, that would alleviate any T-shirts with sayings on them.",,,
A,But if they could wear a button-down shirt and a pair of dark slacks and they could buy them anywhere they wanted,,,
A,"and,",,,
B,"Yeah,",,,
B,but I doubt that that would come that that will come about.,,,
A,"And then the girls,",,,
B,Just,,,
A,Right.,,,
B,"Yeah,",,,
B,"I, I,",,,
A,"I don't,",,,
A,"no,",,,
A,not in Plano.,,,
B,No,,,
B,"not,",,,
A,They may get,,,
B,Yeah.,,,
A,but they said in the Dallas schools that that helps their educational process there.,,,
B,"Well, I think it does.",,,
B,"It, it takes their minds off of, of trying to compete.",,,
A,Highland Park's thinking about going that route.,,,
B,Uh-huh.,,,
A,"So it,",,,
A,and then I think that's going to push teachers to dress a lot more professionally than they do.,,,
B,"Yeah,",,,
B,"I, I don't think a lot of teachers are very professional",,,
B,"but,",,,
A,"Yeah,",,,
A,"I agree with you on,",,,
