Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,"because, um, even if our kids, you know, get into sports that we're really not interested in, I don't, I want them, you know, to know that we're still there so to speak, as a family.",,,
A,Uh-huh.,,,
A,"Well, it's funny because, um, well, my mom and dad both were kind of athletic.",,,
A,"They both grew up on a farm,",,,
A,"but although, you know, it wasn't them playing I notice like whenever I was playing softball and such, my mom and dad got into it more than I did.",,,
A,"I mean, they'd be in the audience screaming and yelling,  you know,",,,
A,so.,,,
B,Yeah.,,,
B,Cheering you on and stuff.,,,
A,"A lot of times the parents get into it just as much as, as the kids,",,,
A,"and I found, like a lot of times like when we went on to tournaments and stuff, it was really funny because the crowds would like get into you know, get into fights, who can scream louder, and you know, everything.",,,
A,"So it's really pretty funny to see my parents get into it,",,,
A,and they're not really even participating.,,,
B,"Yeah,",,,
B,"well, that, that would be fun.",,,
B,"Boy, so you, you have a lot of experience as far as, you know, different ways a family can interact and, and do things together, as far as,",,,
A,Yeah.,,,
B,twelve.,,,
A,Uh-huh.,,,
B,But it's,,,
B,"so, if you're not,",,,
B,"what if,",,,
B,do people go off in their own little groups with that many?,,,
B,"I mean, did like some people go to their rooms and ,",,,
A,"Yeah,",,,
A,"it's, um,",,,
A,"the, the one down thing about having that many people in our family is you we really don't have any privacy when we're at home, because you couldn't possibly have a house with twelve bedrooms.",,,
B,Yeah.,,,
A,"But, um, like I say, you know, I'm twenty, I'll be twenty-two next month,",,,
A,and I'm closer to the younger kids than I am the ones my own age.,,,
A,"And that's, I think, that's because the ones that are older all have their own little thing to do,",,,
B,Huh.,,,
A,"and the younger kids are at home,",,,
A,and I like to spend time with them.,,,
B,Yeah.,,,
B,"But when you were growing up and they weren't, and the younger ones weren't around, what did you do?",,,
A,We were all pretty close when we were younger.,,,
B,"Oh, I see.",,,
B,"But now that they've all sort of moved off,",,,
A,"Yeah,",,,
A,"now that we're getting older, people are you know, each one of us are going our own direction.",,,
B,Yeah.,,,
A,Uh-huh.,,,
B,"So, do you think, even,",,,
B,"I mean, what did you do when you were younger,",,,
B,"did you go do the board games and stuff,",,,
B,you still did what you do now.,,,
A,"Oh, yeah.",,,
A,"And, um, we, you know, we had blocks and stuff,",,,
A,"and we just did, we would make,",,,
A,like in the winter when it,,,
A,we couldn't go outside because of the snow and stuff,,,
B,Uh-huh.,,,
A,"we, uh, we would, um, clear out our basement,",,,
A,"and we would like, do, just, even stupid things,",,,
A,"like we try hurtling our couches and stuff. You know, and.",,,
B,Hurling.,,,
A,"Yeah,",,,
A,we would just run and jump over the couches.,,,
B,"Oh, hurtle,",,,
B,"oh, okay.",,,
A,"Yeah,",,,
A,"to see who could jump over, you know.",,,
A,We just made up our own stupid little games.,,,
A,"And like hide and seek,",,,
A,"well, we have a, a bigger house than a lot, you know,",,,
A,our house isn't the average small one.,,,
A,So we could like play hide and go seek in our house and even stuff like that.,,,
B,"So you, you had a lot of games and things you played even when you were kids with the ones that you,",,,
A,Yeah.,,,
A,"Well see, they're, um, we're all, like we're all pretty close together.",,,
A,"Like, my sister that's closest to me, we're only fourteen months apart.",,,
B,Yeah.,,,
A,"So there was always, there was never just one alone, you know.",,,
B,"Yeah,",,,
B,"no, not real spread in age.",,,
A,Right.,,,
A,"So we were all pretty close where we, we always had a buddy to play with, you know.",,,
B,Yeah.,,,
B,"Gosh, twelve,",,,
B,"is that, is that pretty common up there, uh, in,",,,
A,"No,",,,
A,"no,",,,
A,not at all.,,,
B,"Oh, okay.",,,
A,Not at all,,,
B,"I don't meet, I mean, I don't speak with many people that come from families that large any more.",,,
B,"I mean my, my husband's mother came from a family of thirteen,",,,
A,Uh-huh.,,,
B,"but, I mean, that's his mother you know,",,,
A,Uh-huh.,,,
B,"and, and their Catholic *they're",,,
B,"and, I mean that's,",,,
A,"Well, yeah,",,,
A,I'm Catholic,,,
B,"Well that's it then, I think,",,,
B,"probably maybe that, that.",,,
A,Uh-huh.,,,
B,"But, I mean, do you see yourself having thirteen kids or twelve kids?",,,
A,"No,",,,
A,not at all.,,,
A,Not at all.,,,
B,Yeah.,,,
A,"But, see, um, when I was younger I used to say that I would like to have five.",,,
A,"Well, I've even cut that down now,",,,
A,"and, um, but to me five wasn't even a lot, because I was just so used to twelve.",,,
B,Yeah.,,,
A,You know.,,,
B,"But it's so expensive, man.",,,
A,"But, yeah,",,,
A,"it's so, it would be really hard now to have twelve children.",,,
B,"I would think for your parents it would be, it would still be hard even nowadays, I mean, just to raise twelve kids.",,,
A,"Well, Well, okay, well like my oldest brother, he's, he's twenty-four,",,,
B,"Would be, shoosh.",,,
A,"and he put himself through college,",,,
A,"and, um, there's a sister older than me,",,,
A,"she's still living at home,",,,
A,"but she works you know,",,,
B,Yeah.,,,
A,"and I think she even gives mom and dad a little bit, you know, of rent money.",,,
B,Yeah.,,,
A,"And I'm putting myself through college,",,,
A,"and like I'm getting married in October,",,,
A,and my fianc3e and I are paying for most of the wedding.,,,
A,"And then, then my brother right behind me, he moved out,",,,
A,"and he has an apartment,",,,
A,"and he works,",,,
A,"and then the next one down is in the Marines,",,,
A,and he's out of the house.,,,
A,"So, it's kind of like they don't, you know.",,,
B,"Well sometimes I think maybe the larger families create more independence in the children though, you know.",,,
B,I mean you don't expect anything because there is not enough to go around for everybody,,,
A,"I, I think they do.",,,
A,Uh-huh.,,,
B,"so you, you kind of have your own independence on going out and getting it yourself, if you really want it.",,,
A,Exactly.,,,
A,"Like, uh, well, I find it a lot when I'm up here at college because I've always had a bank account,",,,
A,I've always had my own checking account since I was in like tenth grade.,,,
B,Uh-huh.,,,
A,"You know, I would work in the summer,",,,
A,"and there's a lot of kids up here that would have no idea how to even do a checkbook or, you know, to, to manage money.",,,
B,Yeah.,,,
A,"Like my roommate's laughing at, you know, at me, you know,  because their schooling's paid for.",,,
B,"Or manage money or know,",,,
B,"yeah,",,,
B,"know, you know, how to get, how to even go about getting money.",,,
A,"Yeah,",,,
A,uh-huh.,,,
B,"You know, how to get a job or you know, just what, you know, what, when you get a job, what your responsibility is.",,,
A,Yeah.,,,
B,"Are you going to blow all that money,",,,
B,how easy it is to blow money you earn.,,,
A,Yeah.,,,
A,"And see, and then, my mom and dad, like whenever, like we would go out and we would get a summer job,",,,
A,"and then we would start blowing money,",,,
A,"and my mom said, well that's stupid for you to be blowing money.",,,
A,"She goes, okay if your going to blow your money on other things, she goes, you can just pay for your life insurance.",,,
A,"So then we, when we all graduated from college, from high school, we all got,",,,
B,Uh-huh.,,,
A,"we're still, like I'm still covered under my mom and dad's life insurance because I'm still in school,",,,
A,"but I have my own policy, too.",,,
A,So I had a,,,
A,"you know, my mom and dad got it set up, you know, you know, helped me to get it and everything,",,,
A,"and I have my own policy,",,,
A,and then I pay for my own life insurance too.,,,
B,"Wow, you've really got responsibilities.",,,
A,"And then And then, like, my mom and dad, because there's so many of us, and because of the way the laws are, you know, now, if we want to drive, we have to pay for our own insurance on our cars.",,,
B,Yeah.,,,
A,"Because my mom said, that's silly to let one of the older one's drive it,",,,
A,"if we were in a wreck, you know, you can be sued for anything now.",,,
A,And she said that's really not fair to the younger kids.,,,
A,If we were careless and was in a wreck and they got sued,,,
A,"and then they can take everything away from my mom and dad,",,,
A,and the little kids would have nothing.,,,
A,"And I, I agree with her.",,,
A,"You know, I just, I don't know.",,,
B,Yeah.,,,
A,"So if, you know, if we want to drive, we pay our own insurance,",,,
A,and.,,,
B,"So really, I think, sometimes there's an advantage,",,,
B,"I mean, sometimes it's good to have a bigger family because it does make you more independent.",,,
A,Uh-huh.,,,
B,"It makes you know that you can't take anything for granted that when you get something you're lucky to get it, so to speak you know.",,,
A,Yeah.,,,
A,Uh-huh.,,,
B,"So, um, I don't know,",,,
B,"sometimes,",,,
B,"but now, it, it is hard, I can imagine, on your parents, you know ...",,,
