Person,Conversation,Custom Tag,Custom Tag 2,Topic Description
B,I notice locally a major problem is Kodak.,,,
B,"Um, it's interesting",,,
B,"because in order to, uh, keep with the E P A standards which, which tend to be visible, uh, what's coming out of your smokestack, they do all their emissions at night.",,,
B,"Uh, so people get up,",,,
A,"Okay,",,,
A,"well, is that right?",,,
B,"Yeah,",,,
B,people get up in the morning in that neighborhood,,,
B,"and they've got this black ash on their cars, which, you know, seems to be,",,,
A,"Yeah,",,,
A,"surprise, surprise.",,,
B,"Yeah,",,,
B,"I mean, I really think that if the E P A had anything on the ball they'd go in there with a few phosphorous grenades, light up the sky, photograph the emissions at that point, and, uh, you know,",,,
A,Yeah.,,,
A,"There, there must be, uh, uh, some of the, some of the, uh, larger plants up, uh, up around one hundred twenty-eight.",,,
B,Uh-huh.,,,
A,"Um, we've got reports that, uh,",,,
A,"during the night seems like they'd blow off their, their stacks from, uh, the warehouses, for powerhouses,",,,
B,Right.,,,
B,Uh-huh.,,,
A,"and, they do that at night too, because, employees been complaining that the cars have been pitted, and, you know, spots all over them.",,,
B,Right.,,,
B,"Yeah,",,,
B,yeah.,,,
A,"So, you're right,",,,
A,"they could do something about, about that, I guess.",,,
B,Yeah.,,,
B,That seems a little ridiculous.,,,
A,"How are your, uh, your lakes,",,,
A,"and, uh,",,,
B,Oh they've been getting cleaner.,,,
A,They have?,,,
B,Sure.,,,
B,"But, um, yeah,",,,
B,"I'm not sure how much the water pollution is, is directly related to the air pollution, other than acid rain,",,,
B,"yeah,",,,
A,"Acid rain,",,,
A,"yeah,",,,
A,"that's, that's what I was, uh,",,,
B,"I mean the stuff I've read recently in Technology Review basically indicates that acid rain may be a little bit, uh, overstated. That a lot of the die off they've seen in forests may not really be due to acid rain at all.",,,
B,"Um,",,,
B,I'm not an expert.,,,
A,"Yeah,",,,
A,no.,,,
A,"Didn't they just have an article, oh, on, uh,",,,
A,they were dumping lime.,,,
B,Up here?,,,
A,"Up, upstate New York somewhere, over huge areas,",,,
B,I haven't read that.,,,
B,Oh yeah.,,,
A,"and they thought that was more beneficial because, you know it, it, some of it does soak in",,,
A,"and some of it runs off right away into the, in to the streams and rivers",,,
A,and some of the fish were supposedly making a comeback.,,,
B,Uh-huh.,,,
A,I can't remember where,,,
A,"I, I read that recently somewhere,",,,
A,and I can't remember where.,,,
B,"Yeah,",,,
B,that's,,,
A,"But I, I thought it was up there.",,,
A,"So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.",,,
B,Uh-huh.,,,
B,Um.,,,
A,"Um, you kind of think it's something else then?",,,
B,"Well, that's what the environmentalists were claiming in this article.",,,
B,"So that,",,,
A,"Oh, they didn't say, they didn't say what though,",,,
A,"they just said they thought it was,",,,
B,"They didn't say what,",,,
B,"they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,",,,
A,"Uh, natural disease,",,,
B,"Yeah,",,,
B,"so it's, it's less than clear.",,,
B,"Like I said, I don't remember the article that well.",,,
A,"Yeah,",,,
A,yeah.,,,
B,"But, um, I don't know,",,,
B,"I mean, what do you think we can, uh, I guess as individuals or as a group, do about, uh, air pollution?",,,
A,"Uh, we can demand, uh, more efficient automobiles for one thing.",,,
A,"I still think that's, that's, uh, one of our major causes of pollutants.",,,
B,Uh-huh.,,,
A,"Uh, how we go about that, it's uh, uh, it's a little bit difficult.",,,
B,"I think it's up to individuals too, to ask automakers for, for less pollutant vehicles.",,,
A,"Yeah,",,,
A,"Yeah,",,,
A,"you I think you need a, a vehicle something like, uh, Ralph Nader, Nader's Raiders, or, where, uh, or, uh, uh, A A R P, which has a lot of members. Uh, if you can get those types of groups.",,,
B,Yeah.,,,
B,Uh-huh.,,,
B,Do you really think that new vehicles though is a big problem.,,,
B,"I mean, I remember reading an article that said like, it's, uh, the older polluters,",,,
B,"the, the twelve and fifteen year old cars, you know, contribute like ninety percent, of the automobile pollution",,,
A,"Yeah,",,,
B,"and the new cars it's hardly is, hardly anything.",,,
A,"Yeah,",,,
A,"they're better,",,,
A,but how about all the trucks and buses that are out there.,,,
A,"Uh, when was the last time you saw a truck that didn't belch, smoke, or, uh,",,,
B,"Yeah,",,,
B,but doesn't that just mean they're out of tune.,,,
A,"Uh, I'm not really sure.",,,
A,"You think that, that, that the, uh, the trucking industry is that, uh, incompetent, that they wouldn't, you know,",,,
A,"fuel is, is one of their biggest costs.",,,
B,Right.,,,
A,"So, you would,",,,
B,But diesel engines.,,,
A,"Yeah,",,,
A,diesel engines.,,,
B,"It, you know, it's, it,",,,
B,"I mean, they do generate a lot of soot",,,
B,"but that at least, that kind of particulate comes out of the air pretty quickly.",,,
A,Yeah.,,,
A,Yeah.,,,
A,"We could also, uh, push for legislation for, uh, rapid transit systems.",,,
A,This country seems to be a little behind on that.,,,
B,Yeah.,,,
B,On the other hand most people don't use rapid transit because it's so inconvenient.,,,
A,"Um, yeah,",,,
A,"but only because we got used to, uh, single person, single car, driving.",,,
B,Uh-huh.,,,
A,A lot of people don't even like to carpool.,,,
B,Uh-huh.,,,
A,But we could that.,,,
A,"That'll help, pollution, air pollution,",,,
B,Uh-huh.,,,
A,"The, uh, United States and Canada are I guess, is, is, going into, uh, some types of agreements to limit, uh, what's being given out by power plants,",,,
B,Uh-huh.,,,
A,"I guess Canada's quite concerned that we're sending a lot of our stuff up there,",,,
B,"Yeah,",,,
B,sure.,,,
A,So that's helping.,,,
B,"Well, what do you think about like a device, a meter right on a tail pipe",,,
B,and you pay the tax based on how much you polluted?,,,
A,Now that's an idea.,,,
A,"don't say that too loud though because, uh, every city and town will have a meter on your tail pipe generating  generating revenue,",,,
B,"Well, it just means if you don't pollute, right, or you pollute very little  you don't have to pay any tax",,,
B,or you just buy one of these things,,,
B,"and it, it, uh,",,,
B,"maybe you, you could probably devise them so it slowly closed off your tail pipe",,,
B,"and, uh, the less you pollute the longer the devise lasts",,,
B,and if you pollute a lot then it closed off your tail pipe,,,
B,and you couldn't start your car anymore.,,,
A,"That's a, that's an interesting concept.",,,
A,Is that your idea?,,,
B,"Yeah,",,,
B,"but, uh, you know, it's, uh,",,,
B,"I guess the difficulty would be to, that somebody could obviously just take it right off the tail pipe again",,,
B,so you probably would have to build it right into  the muffler or something.,,,
A,"Well I was going to say,",,,
A,right.,,,
A,"You could put it in, you could, you could, it could be installed like a catalytic converter.",,,
B,Right.,,,
A,I mean I guess you could take those off too,,,
A,"but,",,,
B,You could take,,,
B,but mufflers would be a little more obvious if you took that off.,,,
A,"Yeah,",,,
A,"if you can take a muffler off and only replace,",,,
A,well not unless it was built into every muffler.,,,
B,Right.,,,
A,And that's .,,,
B,"But if you was talking about something which was more or less universal that, uh, busses and any kind of vehicle, had to pay a pollution tax, uh, this would penalize the heavy polluters and not penalize the light polluters,",,,
A,"That's a, that's quite a concept.",,,
A,"You should, uh, pursue that I think, or patent it, you know.",,,
B,"Yeah,",,,
B,"patent it,",,,
B,that's a good idea.,,,
A,If you could come up with a device that's the thing.,,,
B,Right.,,,
A,But it shouldn't be too hard to do something like that.,,,
A,"But that's a, that's a thought.",,,
A,"No,",,,
B,Uh-huh.,,,
A,you're right,,,
A,"and that will solve, uh, a lot of problems.",,,
A,"I don't know if you, uh, if you approached the automobile industry if they would be too keen on installing something like that.",,,
B,Uh-huh.,,,
A,"Uh, but you know a proposal to, uh, uh, I guess the proper authorities,",,,
B,Uh-huh.,,,
A,"well you might, uh, generate some",,,
B,"Yeah,",,,
B,the automobile regulatory agencies or something.,,,
A,"yeah,",,,
A,you might generate some interest in it.,,,
A,"But that's, that's a good idea.",,,
A,"Other than that I'm not sure what, what individuals can do other than like I said get involved through a group or an organization.",,,
B,Uh-huh.,,,
